"","Pathway","Gene","Level"
"491","Ketone metabolism","Hadhb","Pathway_Level3"
"492","Propanoate metabolism","Pccb","Pathway_Level3"
"493","Lipid metabolism","Acaca","Pathway_Level2"
"494","Fatty acid oxidation","Acad10","Pathway_Level3"
"495","Type II fatty acid synthesis","H2-Ke6","Pathway_Level3"
"496","Lipoate insertion","Lipt2","Pathway_Level3"
"497","Cardiolipin synthesis","Gpam","Pathway_Level3"
"498","Cholesterol, bile acid, steroid synthesis","Cyp27a1","Pathway_Level3"
"499","Phospholipid metabolism","Agpat5","Pathway_Level3"
"500","Amino acid metabolism","Acaa2","Pathway_Level2"
"501","Branched-chain amino acid metabolism","Aldh6a1","Pathway_Level3"
"502","Branched-chain amino acid dehydrogenase complex","Dbt","Pathway_Level3"
"503","Lysine metabolism","Acat1","Pathway_Level3"
"504","Serine metabolism","Sfxn3","Pathway_Level3"
"505","Glycine metabolism","Dld","Pathway_Level3"
"506","Glycine cleavage system","Gldc","Pathway_Level3"
"507","Glutamate metabolism","Got2","Pathway_Level3"
"508","Proline metabolism","Prodh","Pathway_Level3"
"509","Glyoxylate metabolism","Got2","Pathway_Level3"
"510","GABA metabolism","Aldh5a1","Pathway_Level3"
"511","Urea cycle","Nags","Pathway_Level3"
"512","Nucleotide metabolism","Antkmt","Pathway_Level2"
"513","Nucleotide import","Slc25a31","Pathway_Level3"
"514","Nucleotide synthesis and processing","Cmpk2","Pathway_Level3"
"515","Metals and cofactors","Abcb7","Pathway_Level2"
"516","Carnitine synthesis and transport","Cpt2","Pathway_Level3"
"517","Carnitine shuttle","Cpt2","Pathway_Level3"
"518","Coenzyme A metabolism","Pank2","Pathway_Level3"
"519","Coenzyme Q metabolism","Coq3","Pathway_Level3"
"520","Copper metabolism","Cox19","Pathway_Level3"
"521","Iron homeostasis","Slc25a28","Pathway_Level3"
"522","Heme synthesis and processing","Alas1","Pathway_Level3"
"523","Fe-S cluster biosynthesis","Cisd1","Pathway_Level3"
"524","Molybdenum cofactor synthesis and proteins","Mtarc2","Pathway_Level3"
"525","NAD biosynthesis and metabolism","Naxd","Pathway_Level3"
"526","Fe-S-containing proteins","Bola1","Pathway_Level3"
"527","Heme-containing proteins","Cyp11a1","Pathway_Level3"
"528","Vitamin metabolism","Aldh1l1","Pathway_Level2"
"529","Choline and betaine metabolism","Etfa","Pathway_Level3"
"530","Biotin utilizing proteins","Pcca","Pathway_Level3"
"531","Vitamin A metabolism","Rdh13","Pathway_Level3"
"532","Vitamin B12 metabolism","Mmut","Pathway_Level3"
"533","Vitamin D metabolism","Fdxr","Pathway_Level3"
"534","Folate and 1-C metabolism","Amt","Pathway_Level3"
"535","Detoxification","Aifm2","Pathway_Level2"
"536","Xenobiotic metabolism","Akr1b10","Pathway_Level3"
"537","ROS and glutathione metabolism","Aldh9a1","Pathway_Level3"
"538","Amidoxime reducing complex","Mtarc2","Pathway_Level3"
"539","Selenoproteins","Txnrd1","Pathway_Level3"
"540","Electron carriers","Cycs","Pathway_Level2"
"541","Cytochromes","Cyct","Pathway_Level3"
"542","Q-linked reactions, other","Etfb","Pathway_Level3"
"543","Sulfur metabolism","Msra","Pathway_Level2"
"544","Small molecule transport","Abcb7","Pathway_Level1"
"545","SLC25A family","Slc25a10","Pathway_Level2"
"546","ABC transporters","Abcb7","Pathway_Level2"
"547","Sideroflexins","Sfxn4","Pathway_Level2"
"548","Signaling","Akap10","Pathway_Level1"
"549","Calcium homeostasis","Mcub","Pathway_Level2"
"550","Calcium uniporter","Micu2","Pathway_Level2"
"551","Calcium cycle","Micu1","Pathway_Level3"
"552","Mitochondrial permeability transition pore","Slc25a5","Pathway_Level3"
"553","EF hand proteins","Micu3","Pathway_Level3"
"554","Immune response","Ifi27","Pathway_Level2"
"555","cAMP-PKA signaling","Pde2a","Pathway_Level2"
"556","Mitochondrial dynamics and surveillance","Aifm3","Pathway_Level1"
"557","Fusion","Miga1","Pathway_Level2"
"558","Fission","Mff","Pathway_Level2"
"559","Organelle contact sites","Fundc2","Pathway_Level2"
"560","Intramitochondrial membrane interactions","Mtx1","Pathway_Level2"
"561","Trafficking","Mgarp","Pathway_Level2"
"562","Mitophagy","Marchf5","Pathway_Level2"
"563","Autophagy","Marchf5","Pathway_Level2"
"564","Apoptosis","Bad","Pathway_Level2"
"565","Cristae formation","Atp5l","Pathway_Level2"
"566","MICOS complex","Chchd6","Pathway_Level3"
"567","Mitochondrial central dogma","Apex1","Pathway_Level1"
"568","mtDNA maintenance","Exog","Pathway_Level2"
"569","mtDNA replication","Polg","Pathway_Level3"
"570","mtDNA nucleoid","Poldip2","Pathway_Level3"
"571","mtDNA repair","Polb","Pathway_Level3"
"572","mtRNA metabolism","Dhx30","Pathway_Level2"
"573","Transcription","Polrmt","Pathway_Level3"
"574","mtRNA granules","Fastk","Pathway_Level3"
"575","Polycistronic mtRNA processing","Fastkd3","Pathway_Level3"
"576","mt-tRNA modifications","Hsd17b10","Pathway_Level3"
"577","mt-rRNA modifications","Mrm2","Pathway_Level3"
"578","mtRNA stability and decay","Fastkd3","Pathway_Level3"
"579","Translation","Chchd1","Pathway_Level2"
"580","Mitochondrial ribosome","Mrpl1","Pathway_Level3"
"581","Mitochondrial ribosome assembly","Grsf1","Pathway_Level3"
"582","Translation factors","Gfm2","Pathway_Level3"
"583","mt-tRNA synthetases","Fars2","Pathway_Level3"
"584","Protein import, sorting and homeostasis","Aifm1","Pathway_Level1"
"585","Protein import and sorting","Dnajc15","Pathway_Level2"
"586","TOM","Tomm40l","Pathway_Level3"
"587","TIM23 presequence pathway","Timm23","Pathway_Level3"
"588","Import motor","Pam16","Pathway_Level3"
"589","Preprotein cleavage","Pmpcb","Pathway_Level3"
"590","Protein homeostasis","Atp23","Pathway_Level2"
"591","Proteases","Atp23","Pathway_Level3"
"592","Chaperones","Hspe1","Pathway_Level3"
"593","OXPHOS","Atp5c1","Pathway_Level1"
"594","OXPHOS subunits","Atp5e","Pathway_Level2"
"595","OXPHOS assembly factors","Atpsckmt","Pathway_Level2"
"596","Complex I","Ecsit","Pathway_Level2"
"597","CI subunits","mt-Nd4l","Pathway_Level3"
"598","CI assembly factors","Ecsit","Pathway_Level3"
"599","Complex II","Sdhaf4","Pathway_Level2"
"600","Complex III","Ttc19","Pathway_Level2"
"601","CIII subunits","Uqcrb","Pathway_Level3"
"602","CIII assembly factors","Uqcc2","Pathway_Level3"
"603","Complex IV","Coa4","Pathway_Level2"
"604","CIV subunits","Cox6a1","Pathway_Level3"
"605","CIV assembly factors","Coa4","Pathway_Level3"
"606","Complex V","Atp5e","Pathway_Level2"
"607","CV subunits","Atp5e","Pathway_Level3"
"608","CV assembly factors","Tmem70","Pathway_Level3"
"609","Metabolism","Abcb6","Pathway_Level1"
"610","Carbohydrate metabolism","Aco2","Pathway_Level2"
"611","Gluconeogenesis","Pck2","Pathway_Level3"
"612","Malate-aspartate shuttle","Slc25a12","Pathway_Level3"
"613","Pyruvate metabolism","Mpc2","Pathway_Level3"
"614","TCA cycle","Fh1","Pathway_Level3"
"615","TCA-associated","Gm4984","Pathway_Level3"
"616","Itaconate metabolism","Suclg1","Pathway_Level3"
"617","Ketone metabolism","Hmgcl","Pathway_Level3"
"618","Lipid metabolism","Acacb","Pathway_Level2"
"619","Fatty acid oxidation","Acad11","Pathway_Level3"
"620","Type II fatty acid synthesis","Htd2","Pathway_Level3"
"621","Cardiolipin synthesis","Gpat2","Pathway_Level3"
"622","Cholesterol, bile acid, steroid synthesis","Dhrs1","Pathway_Level3"
"623","Phospholipid metabolism","Akr1b7","Pathway_Level3"
"624","Amino acid metabolism","Acad8","Pathway_Level2"
"625","Branched-chain amino acid metabolism","Auh","Pathway_Level3"
"626","Branched-chain amino acid dehydrogenase complex","Dld","Pathway_Level3"
"627","Lysine metabolism","Aldh7a1","Pathway_Level3"
"628","Serine metabolism","Shmt2","Pathway_Level3"
"629","Glycine metabolism","Dmgdh","Pathway_Level3"
"630","Glutamate metabolism","Gpt2","Pathway_Level3"
"631","Proline metabolism","Pycr1","Pathway_Level3"
"632","Glyoxylate metabolism","Grhpr","Pathway_Level3"
"633","GABA metabolism","Aldh9a1","Pathway_Level3"
"634","Urea cycle","Otc","Pathway_Level3"
"635","Nucleotide metabolism","Ckmt1","Pathway_Level2"
"636","Nucleotide import","Slc25a33","Pathway_Level3"
"637","Nucleotide synthesis and processing","Dguok","Pathway_Level3"
"638","Metals and cofactors","Aco2","Pathway_Level2"
"639","Carnitine synthesis and transport","Slc25a20","Pathway_Level3"
"640","Carnitine shuttle","Slc25a20","Pathway_Level3"
"641","Coenzyme A metabolism","Slc25a42","Pathway_Level3"
"642","Coenzyme Q metabolism","Coq4","Pathway_Level3"
"643","Copper metabolism","Sco1","Pathway_Level3"
"644","Iron homeostasis","Slc25a37","Pathway_Level3"
"645","Heme synthesis and processing","Alas2","Pathway_Level3"
"646","Fe-S cluster biosynthesis","Cisd3","Pathway_Level3"
"647","Molybdenum cofactor synthesis and proteins","Suox","Pathway_Level3"
"648","NAD biosynthesis and metabolism","Naxe","Pathway_Level3"
"649","Fe-S-containing proteins","Bola3","Pathway_Level3"
"650","Heme-containing proteins","Cyp11b2","Pathway_Level3"
"651","Vitamin metabolism","Aldh1l2","Pathway_Level2"
"652","Choline and betaine metabolism","Etfb","Pathway_Level3"
"653","Biotin utilizing proteins","Pcx","Pathway_Level3"
"654","Vitamin A metabolism","Rdh14","Pathway_Level3"
"655","Folate and 1-C metabolism","Chdh","Pathway_Level3"
"656","Detoxification","Akr1b10","Pathway_Level2"
"657","Xenobiotic metabolism","Akr7a5","Pathway_Level3"
"658","ROS and glutathione metabolism","Cat","Pathway_Level3"
"659","Selenoproteins","Txnrd2","Pathway_Level3"
"660","Electron carriers","Cyct","Pathway_Level2"
"661","Cytochromes","mt-Cytb","Pathway_Level3"
"662","Q-linked reactions, other","Etfbkmt","Pathway_Level3"
"663","Sulfur metabolism","Msrb2","Pathway_Level2"
"664","Small molecule transport","Abcb8","Pathway_Level1"
"665","SLC25A family","Slc25a11","Pathway_Level2"
"666","ABC transporters","Abcb8","Pathway_Level2"
"667","Sideroflexins","Sfxn5","Pathway_Level2"
"668","Signaling","Bloc1s1","Pathway_Level1"
"669","Calcium homeostasis","Micu1","Pathway_Level2"
"670","Calcium uniporter","Micu3","Pathway_Level2"
"671","Calcium cycle","Micu2","Pathway_Level3"
"672","Mitochondrial permeability transition pore","Vdac1","Pathway_Level3"
"673","EF hand proteins","Rhot1","Pathway_Level3"
"674","Immune response","Mavs","Pathway_Level2"
"675","cAMP-PKA signaling","Prkaca","Pathway_Level2"
"676","Mitochondrial dynamics and surveillance","Apoo","Pathway_Level1"
"677","Fusion","Miga2","Pathway_Level2"
"678","Fission","Mief1","Pathway_Level2"
"679","Organelle contact sites","Mfn1","Pathway_Level2"
"680","Intramitochondrial membrane interactions","Mtx2","Pathway_Level2"
"681","Trafficking","Myo19","Pathway_Level2"
"682","Mitophagy","Nipsnap1","Pathway_Level2"
"683","Autophagy","Nbr1","Pathway_Level2"
"684","Apoptosis","Bak1","Pathway_Level2"
"685","Cristae formation","Atp5md","Pathway_Level2"
"686","MICOS complex","Immt","Pathway_Level3"
"687","Mitochondrial central dogma","Atad3a","Pathway_Level1"
"688","mtDNA maintenance","Lig3","Pathway_Level2"
"689","mtDNA replication","Polg2","Pathway_Level3"
"690","mtDNA nucleoid","Polg","Pathway_Level3"
"691","mtDNA repair","Polg","Pathway_Level3"
"692","mtRNA metabolism","Dus2","Pathway_Level2"
"693","Transcription","Tefm","Pathway_Level3"
"694","mtRNA granules","Fastkd1","Pathway_Level3"
"695","Polycistronic mtRNA processing","Fastkd5","Pathway_Level3"
"696","mt-tRNA modifications","Mto1","Pathway_Level3"
"697","mt-rRNA modifications","Mrm3","Pathway_Level3"
"698","mtRNA stability and decay","Fastkd5","Pathway_Level3"
"699","Translation","Coa3","Pathway_Level2"
"700","Mitochondrial ribosome","Mrpl10","Pathway_Level3"
"701","Mitochondrial ribosome assembly","Gtpbp10","Pathway_Level3"
"702","Translation factors","Hemk1","Pathway_Level3"
"703","mt-tRNA synthetases","Gars","Pathway_Level3"
"704","Protein import, sorting and homeostasis","Atad1","Pathway_Level1"
"705","Protein import and sorting","Dnajc19","Pathway_Level2"
"706","TOM","Tomm5","Pathway_Level3"
"707","TIM23 presequence pathway","Timm50","Pathway_Level3"
"708","Import motor","Timm44","Pathway_Level3"
"709","Preprotein cleavage","Uqcrc1","Pathway_Level3"
"710","Protein homeostasis","Casp3","Pathway_Level2"
"711","Proteases","Casp3","Pathway_Level3"
"712","Chaperones","Maip1","Pathway_Level3"
"713","OXPHOS","Atp5d","Pathway_Level1"
"714","OXPHOS subunits","Atp5g1","Pathway_Level2"
"715","OXPHOS assembly factors","Bcs1l","Pathway_Level2"
"716","Complex I","Foxred1","Pathway_Level2"
"717","CI subunits","mt-Nd5","Pathway_Level3"
"718","CI assembly factors","Foxred1","Pathway_Level3"
"719","Complex II","Sdhb","Pathway_Level2"
"720","Complex III","Uqcc1","Pathway_Level2"
"721","CIII subunits","Uqcrc1","Pathway_Level3"
"722","CIII assembly factors","Uqcc3","Pathway_Level3"
"723","Complex IV","Coa5","Pathway_Level2"
"724","CIV subunits","Cox6a2","Pathway_Level3"
"725","CIV assembly factors","Coa5","Pathway_Level3"
"726","Complex V","Atp5g1","Pathway_Level2"
"727","CV subunits","Atp5g1","Pathway_Level3"
"728","Metabolism","Abcb7","Pathway_Level1"
"729","Carbohydrate metabolism","Acod1","Pathway_Level2"
"730","Gluconeogenesis","Pcx","Pathway_Level3"
"731","Malate-aspartate shuttle","Slc25a13","Pathway_Level3"
"732","Pyruvate metabolism","Pdha1","Pathway_Level3"
"733","TCA cycle","Idh2","Pathway_Level3"
"734","TCA-associated","L2hgdh","Pathway_Level3"
"735","Itaconate metabolism","Suclg2","Pathway_Level3"
"736","Ketone metabolism","Hmgcs2","Pathway_Level3"
"737","Lipid metabolism","Acad10","Pathway_Level2"
"738","Fatty acid oxidation","Acad12","Pathway_Level3"
"739","Type II fatty acid synthesis","Mcat","Pathway_Level3"
"740","Cardiolipin synthesis","Hadha","Pathway_Level3"
"741","Cholesterol, bile acid, steroid synthesis","Fdx1","Pathway_Level3"
"742","Phospholipid metabolism","Chpt1","Pathway_Level3"
"743","Amino acid metabolism","Acadsb","Pathway_Level2"
"744","Branched-chain amino acid metabolism","Bcat2","Pathway_Level3"
"745","Branched-chain amino acid dehydrogenase complex","Ppm1k","Pathway_Level3"
"746","Lysine metabolism","Dhtkd1","Pathway_Level3"
"747","Glycine metabolism","Etfa","Pathway_Level3"
"748","Glutamate metabolism","Nat8l","Pathway_Level3"
"749","Proline metabolism","Pycr2","Pathway_Level3"
"750","Glyoxylate metabolism","Hoga1","Pathway_Level3"
"751","GABA metabolism","Glud1","Pathway_Level3"
"752","Urea cycle","Slc25a13","Pathway_Level3"
"753","Nucleotide metabolism","Ckmt2","Pathway_Level2"
"754","Nucleotide import","Slc25a36","Pathway_Level3"
"755","Nucleotide synthesis and processing","Dhodh","Pathway_Level3"
"756","Metals and cofactors","Aifm3","Pathway_Level2"
"757","Carnitine synthesis and transport","Tmlhe","Pathway_Level3"
"758","Coenzyme Q metabolism","Coq5","Pathway_Level3"
"759","Copper metabolism","Sco2","Pathway_Level3"
"760","Heme synthesis and processing","Cox10","Pathway_Level3"
"761","Fe-S cluster biosynthesis","Fdx1","Pathway_Level3"
"762","NAD biosynthesis and metabolism","Nmnat3","Pathway_Level3"
"763","Fe-S-containing proteins","Cisd1","Pathway_Level3"
"764","Heme-containing proteins","Cyp24a1","Pathway_Level3"
"765","Vitamin metabolism","Aldh7a1","Pathway_Level2"
"766","Choline and betaine metabolism","Etfdh","Pathway_Level3"
"767","Folate and 1-C metabolism","Dmgdh","Pathway_Level3"
"768","Detoxification","Akr7a5","Pathway_Level2"
"769","Xenobiotic metabolism","Aldh1b1","Pathway_Level3"
"770","ROS and glutathione metabolism","Glrx2","Pathway_Level3"
"771","Electron carriers","Dhodh","Pathway_Level2"
"772","Q-linked reactions, other","Etfdh","Pathway_Level3"
"773","Sulfur metabolism","Slc25a14","Pathway_Level2"
"774","Small molecule transport","Abcd1","Pathway_Level1"
"775","SLC25A family","Slc25a12","Pathway_Level2"
"776","ABC transporters","Abcd1","Pathway_Level2"
"777","Signaling","C1qbp","Pathway_Level1"
"778","Calcium homeostasis","Micu2","Pathway_Level2"
"779","Calcium uniporter","Smdt1","Pathway_Level2"
"780","Calcium cycle","Micu3","Pathway_Level3"
"781","Mitochondrial permeability transition pore","Vdac3","Pathway_Level3"
"782","EF hand proteins","Rhot2","Pathway_Level3"
"783","Immune response","Nlrx1","Pathway_Level2"
"784","cAMP-PKA signaling","Sphkap","Pathway_Level2"
"785","Mitochondrial dynamics and surveillance","Apool","Pathway_Level1"
"786","Fusion","Mtch2","Pathway_Level2"
"787","Fission","Mief2","Pathway_Level2"
"788","Organelle contact sites","Mfn2","Pathway_Level2"
"789","Intramitochondrial membrane interactions","Mtx3","Pathway_Level2"
"790","Trafficking","Rhot1","Pathway_Level2"
"791","Mitophagy","Nipsnap2","Pathway_Level2"
"792","Autophagy","Nipsnap1","Pathway_Level2"
"793","Apoptosis","Bax","Pathway_Level2"
"794","Cristae formation","Chchd3","Pathway_Level2"
"795","MICOS complex","Micos10","Pathway_Level3"
"796","Mitochondrial central dogma","Aurkaip1","Pathway_Level1"
"797","mtDNA maintenance","Mettl4","Pathway_Level2"
"798","mtDNA replication","Polrmt","Pathway_Level3"
"799","mtDNA nucleoid","Polg2","Pathway_Level3"
"800","mtDNA repair","Primpol","Pathway_Level3"
"801","mtRNA metabolism","Elac2","Pathway_Level2"
"802","Transcription","Tfam","Pathway_Level3"
"803","mtRNA granules","Fastkd2","Pathway_Level3"
"804","Polycistronic mtRNA processing","Grsf1","Pathway_Level3"
"805","mt-tRNA modifications","Nsun2","Pathway_Level3"
"806","mt-rRNA modifications","Mtpap","Pathway_Level3"
"807","mtRNA stability and decay","Grsf1","Pathway_Level3"
"808","Translation","Cox14","Pathway_Level2"
"809","Mitochondrial ribosome","Mrpl11","Pathway_Level3"
"810","Mitochondrial ribosome assembly","Malsu1","Pathway_Level3"
"811","Translation factors","Mrpl58","Pathway_Level3"
"812","mt-tRNA synthetases","Gatb","Pathway_Level3"
"813","Protein import, sorting and homeostasis","Atp23","Pathway_Level1"
"814","Protein import and sorting","Gfer","Pathway_Level2"
"815","TOM","Tomm6","Pathway_Level3"
"816","Preprotein cleavage","Uqcrc2","Pathway_Level3"
"817","Protein homeostasis","Casp8","Pathway_Level2"
"818","Proteases","Casp9","Pathway_Level3"
"819","Chaperones","Nrd1","Pathway_Level3"
"820","OXPHOS","Atp5e","Pathway_Level1"
"821","OXPHOS subunits","Atp5g2","Pathway_Level2"
"822","OXPHOS assembly factors","Cep89","Pathway_Level2"
"823","Complex I","Lyrm2","Pathway_Level2"
"824","CI subunits","mt-Nd6","Pathway_Level3"
"825","CI assembly factors","Lyrm2","Pathway_Level3"
"826","Complex II","Sdhc","Pathway_Level2"
"827","Complex III","Uqcc2","Pathway_Level2"
"828","CIII subunits","Uqcrc2","Pathway_Level3"
"829","Complex IV","Coa6","Pathway_Level2"
"830","CIV subunits","Cox6b1","Pathway_Level3"
"831","CIV assembly factors","Coa6","Pathway_Level3"
"832","Complex V","Atp5g2","Pathway_Level2"
"833","CV subunits","Atp5g2","Pathway_Level3"
"834","Metabolism","Abhd10","Pathway_Level1"
"835","Carbohydrate metabolism","Auh","Pathway_Level2"
"836","Gluconeogenesis","Slc25a1","Pathway_Level3"
"837","Pyruvate metabolism","Pdha2","Pathway_Level3"
"838","TCA cycle","Idh3a","Pathway_Level3"
"839","TCA-associated","Me2","Pathway_Level3"
"840","Ketone metabolism","Oxct1","Pathway_Level3"
"841","Lipid metabolism","Acad11","Pathway_Level2"
"842","Fatty acid oxidation","Acadl","Pathway_Level3"
"843","Type II fatty acid synthesis","Mecr","Pathway_Level3"
"844","Cardiolipin synthesis","Pgs1","Pathway_Level3"
"845","Cholesterol, bile acid, steroid synthesis","Fdxr","Pathway_Level3"
"846","Phospholipid metabolism","Gpam","Pathway_Level3"
