"","Pathway","Gene","Level"
"493","Fatty acid oxidation","ACAD11","Pathway_Level3"
"494","Type II fatty acid synthesis","HSD17B8","Pathway_Level3"
"495","Lipoate insertion","LIPT2","Pathway_Level3"
"496","Cardiolipin synthesis","GPAM","Pathway_Level3"
"497","Cholesterol, bile acid, steroid synthesis","CYP27A1","Pathway_Level3"
"498","Phospholipid metabolism","AGPAT5","Pathway_Level3"
"499","Amino acid metabolism","ACAA2","Pathway_Level2"
"500","Branched-chain amino acid metabolism","ALDH6A1","Pathway_Level3"
"501","Branched-chain amino acid dehydrogenase complex","DBT","Pathway_Level3"
"502","Lysine metabolism","ACAT1","Pathway_Level3"
"503","Serine metabolism","SFXN3","Pathway_Level3"
"504","Glycine metabolism","DLD","Pathway_Level3"
"505","Glycine cleavage system","GLDC","Pathway_Level3"
"506","Glutamate metabolism","GLUD2","Pathway_Level3"
"507","Proline metabolism","PRODH","Pathway_Level3"
"508","Glyoxylate metabolism","GOT2","Pathway_Level3"
"509","GABA metabolism","ALDH5A1","Pathway_Level3"
"510","Urea cycle","NAGS","Pathway_Level3"
"511","Nucleotide metabolism","ANTKMT","Pathway_Level2"
"512","Nucleotide import","SLC25A31","Pathway_Level3"
"513","Nucleotide synthesis and processing","CMPK2","Pathway_Level3"
"514","Creatine metabolism","GATM","Pathway_Level3"
"515","Metals and cofactors","ABCB7","Pathway_Level2"
"516","Carnitine synthesis and transport","CPT2","Pathway_Level3"
"517","Carnitine shuttle","CPT2","Pathway_Level3"
"518","Coenzyme A metabolism","PANK2","Pathway_Level3"
"519","Coenzyme Q metabolism","COQ3","Pathway_Level3"
"520","Copper metabolism","COX19","Pathway_Level3"
"521","Iron homeostasis","SLC25A28","Pathway_Level3"
"522","Heme synthesis and processing","ALAS1","Pathway_Level3"
"523","Fe-S cluster biosynthesis","CISD1","Pathway_Level3"
"524","Molybdenum cofactor synthesis and proteins","MTARC2","Pathway_Level3"
"525","NAD biosynthesis and metabolism","NAXD","Pathway_Level3"
"526","Fe-S-containing proteins","BOLA1","Pathway_Level3"
"527","Heme-containing proteins","CYP11A1","Pathway_Level3"
"528","Vitamin metabolism","ALDH1L1","Pathway_Level2"
"529","Choline and betaine metabolism","ETFA","Pathway_Level3"
"530","Biotin utilizing proteins","PC","Pathway_Level3"
"531","Vitamin A metabolism","RDH13","Pathway_Level3"
"532","Vitamin B12 metabolism","MMUT","Pathway_Level3"
"533","Vitamin D metabolism","FDXR","Pathway_Level3"
"534","Folate and 1-C metabolism","AMT","Pathway_Level3"
"535","Detoxification","AIFM2","Pathway_Level2"
"536","Xenobiotic metabolism","AKR1B10","Pathway_Level3"
"537","ROS and glutathione metabolism","ALDH9A1","Pathway_Level3"
"538","Amidoxime reducing complex","MTARC2","Pathway_Level3"
"539","Selenoproteins","TXNRD1","Pathway_Level3"
"540","Electron carriers","CYCS","Pathway_Level2"
"541","Cytochromes","MT-CYB","Pathway_Level3"
"542","Q-linked reactions, other","ETFB","Pathway_Level3"
"543","Sulfur metabolism","MSRA","Pathway_Level2"
"544","Small molecule transport","ABCB7","Pathway_Level1"
"545","SLC25A family","SLC25A10","Pathway_Level2"
"546","ABC transporters","ABCB7","Pathway_Level2"
"547","Sideroflexins","SFXN4","Pathway_Level2"
"548","Calcium uniporter","MICU2","Pathway_Level2"
"549","Signaling","AKAP10","Pathway_Level1"
"550","Calcium homeostasis","MCUB","Pathway_Level2"
"551","Calcium cycle","MICU1","Pathway_Level3"
"552","Mitochondrial permeability transition pore","SLC25A5","Pathway_Level3"
"553","EF hand proteins","MICU3","Pathway_Level3"
"554","Immune response","MAVS","Pathway_Level2"
"555","cAMP-PKA signaling","PDE2A","Pathway_Level2"
"556","Mitochondrial dynamics and surveillance","AIFM3","Pathway_Level1"
"557","Fusion","MIGA1","Pathway_Level2"
"558","Fission","MFF","Pathway_Level2"
"559","Organelle contact sites","FKBP8","Pathway_Level2"
"560","Intramitochondrial membrane interactions","DNAJC11","Pathway_Level2"
"561","Trafficking","MGARP","Pathway_Level2"
"562","Mitophagy","MARCHF5","Pathway_Level2"
"563","Autophagy","MARCHF5","Pathway_Level2"
"564","Apoptosis","BAD","Pathway_Level2"
"565","Cristae formation","ATP5ME","Pathway_Level2"
"566","MICOS complex","CHCHD6","Pathway_Level3"
"567","Mitochondrial central dogma","ATAD3A","Pathway_Level1"
"568","mtDNA maintenance","ENDOG","Pathway_Level2"
"569","mtDNA replication","POLG","Pathway_Level3"
"570","mtDNA nucleoid","POLDIP2","Pathway_Level3"
"571","mtDNA repair","POLB","Pathway_Level3"
"572","mtRNA metabolism","DHX30","Pathway_Level2"
"573","Transcription","TEFM","Pathway_Level3"
"574","mtRNA granules","FASTK","Pathway_Level3"
"575","Polycistronic mtRNA processing","FASTKD3","Pathway_Level3"
"576","mt-tRNA modifications","HSD17B10","Pathway_Level3"
"577","mt-rRNA modifications","MRM2","Pathway_Level3"
"578","mtRNA stability and decay","FASTKD3","Pathway_Level3"
"579","Translation","CHCHD1","Pathway_Level2"
"580","Mitochondrial ribosome","MRPL1","Pathway_Level3"
"581","Mitochondrial ribosome assembly","GRSF1","Pathway_Level3"
"582","Translation factors","GFM2","Pathway_Level3"
"583","mt-tRNA synthetases","FARS2","Pathway_Level3"
"584","Protein import, sorting and homeostasis","ATAD1","Pathway_Level1"
"585","Protein import and sorting","DNAJC15","Pathway_Level2"
"586","TOM","TOMM40L","Pathway_Level3"
"587","TIM23 presequence pathway","TIMM23","Pathway_Level3"
"588","Import motor","PAM16","Pathway_Level3"
"589","Preprotein cleavage","PMPCB","Pathway_Level3"
"590","Protein homeostasis","CASP3","Pathway_Level2"
"591","Proteases","CASP3","Pathway_Level3"
"592","Chaperones","HSPE1","Pathway_Level3"
"593","OXPHOS","ATP5F1C","Pathway_Level1"
"594","OXPHOS subunits","ATP5F1E","Pathway_Level2"
"595","OXPHOS assembly factors","ATPSCKMT","Pathway_Level2"
"596","Complex I","DMAC2","Pathway_Level2"
"597","CI subunits","MT-ND4L","Pathway_Level3"
"598","CI assembly factors","DMAC2","Pathway_Level3"
"599","Complex II","SDHAF4","Pathway_Level2"
"600","Complex III","TTC19","Pathway_Level2"
"601","CIII subunits","UQCRB","Pathway_Level3"
"602","CIII assembly factors","UQCC2","Pathway_Level3"
"603","Complex IV","COA3","Pathway_Level2"
"604","CIV subunits","COX6A1","Pathway_Level3"
"605","CIV assembly factors","COA3","Pathway_Level3"
"606","Complex V","ATP5F1E","Pathway_Level2"
"607","CV subunits","ATP5F1E","Pathway_Level3"
"608","CV assembly factors","TMEM70","Pathway_Level3"
"609","Metabolism","ABCB6","Pathway_Level1"
"610","Carbohydrate metabolism","ACO2","Pathway_Level2"
"611","Gluconeogenesis","PC","Pathway_Level3"
"612","Malate-aspartate shuttle","SLC25A12","Pathway_Level3"
"613","Pyruvate metabolism","MPC2","Pathway_Level3"
"614","TCA cycle","FH","Pathway_Level3"
"615","TCA-associated","L2HGDH","Pathway_Level3"
"616","Itaconate metabolism","SUCLG1","Pathway_Level3"
"617","Ketone metabolism","HMGCL","Pathway_Level3"
"618","Lipid metabolism","ACAD10","Pathway_Level2"
"619","Fatty acid oxidation","ACADL","Pathway_Level3"
"620","Type II fatty acid synthesis","HTD2","Pathway_Level3"
"621","Cardiolipin synthesis","GPAT2","Pathway_Level3"
"622","Cholesterol, bile acid, steroid synthesis","DHRS1","Pathway_Level3"
"623","Phospholipid metabolism","CHPT1","Pathway_Level3"
"624","Amino acid metabolism","ACAD8","Pathway_Level2"
"625","Branched-chain amino acid metabolism","AUH","Pathway_Level3"
"626","Branched-chain amino acid dehydrogenase complex","DLD","Pathway_Level3"
"627","Lysine metabolism","ALDH7A1","Pathway_Level3"
"628","Serine metabolism","SHMT2","Pathway_Level3"
"629","Glycine metabolism","DMGDH","Pathway_Level3"
"630","Glutamate metabolism","GOT2","Pathway_Level3"
"631","Proline metabolism","PYCR1","Pathway_Level3"
"632","Glyoxylate metabolism","GRHPR","Pathway_Level3"
"633","GABA metabolism","ALDH9A1","Pathway_Level3"
"634","Urea cycle","OTC","Pathway_Level3"
"635","Nucleotide metabolism","CKMT1A","Pathway_Level2"
"636","Nucleotide import","SLC25A33","Pathway_Level3"
"637","Nucleotide synthesis and processing","DGUOK","Pathway_Level3"
"638","Metals and cofactors","ACO2","Pathway_Level2"
"639","Carnitine synthesis and transport","SLC25A20","Pathway_Level3"
"640","Carnitine shuttle","SLC25A20","Pathway_Level3"
"641","Coenzyme A metabolism","SLC25A42","Pathway_Level3"
"642","Coenzyme Q metabolism","COQ4","Pathway_Level3"
"643","Copper metabolism","SCO1","Pathway_Level3"
"644","Iron homeostasis","SLC25A37","Pathway_Level3"
"645","Heme synthesis and processing","ALAS2","Pathway_Level3"
"646","Fe-S cluster biosynthesis","CISD3","Pathway_Level3"
"647","Molybdenum cofactor synthesis and proteins","SUOX","Pathway_Level3"
"648","NAD biosynthesis and metabolism","NAXE","Pathway_Level3"
"649","Fe-S-containing proteins","BOLA3","Pathway_Level3"
"650","Heme-containing proteins","CYP11B1","Pathway_Level3"
"651","Vitamin metabolism","ALDH1L2","Pathway_Level2"
"652","Choline and betaine metabolism","ETFB","Pathway_Level3"
"653","Biotin utilizing proteins","PCCA","Pathway_Level3"
"654","Vitamin A metabolism","RDH14","Pathway_Level3"
"655","Folate and 1-C metabolism","CHDH","Pathway_Level3"
"656","Detoxification","AKR1B10","Pathway_Level2"
"657","Xenobiotic metabolism","AKR7A2","Pathway_Level3"
"658","ROS and glutathione metabolism","CAT","Pathway_Level3"
"659","Selenoproteins","TXNRD2","Pathway_Level3"
"660","Electron carriers","DHODH","Pathway_Level2"
"661","Q-linked reactions, other","ETFBKMT","Pathway_Level3"
"662","Sulfur metabolism","MSRB2","Pathway_Level2"
"663","Small molecule transport","ABCB8","Pathway_Level1"
"664","SLC25A family","SLC25A11","Pathway_Level2"
"665","ABC transporters","ABCB8","Pathway_Level2"
"666","Sideroflexins","SFXN5","Pathway_Level2"
"667","Calcium uniporter","MICU3","Pathway_Level2"
"668","Signaling","BLOC1S1","Pathway_Level1"
"669","Calcium homeostasis","MICU1","Pathway_Level2"
"670","Calcium cycle","MICU2","Pathway_Level3"
"671","Mitochondrial permeability transition pore","SLC25A6","Pathway_Level3"
"672","EF hand proteins","RHOT1","Pathway_Level3"
"673","Immune response","NLRX1","Pathway_Level2"
"674","cAMP-PKA signaling","PRKACA","Pathway_Level2"
"675","Mitochondrial dynamics and surveillance","APOO","Pathway_Level1"
"676","Fusion","MIGA2","Pathway_Level2"
"677","Fission","MIEF1","Pathway_Level2"
"678","Organelle contact sites","FUNDC2","Pathway_Level2"
"679","Intramitochondrial membrane interactions","MTX1","Pathway_Level2"
"680","Trafficking","MYO19","Pathway_Level2"
"681","Mitophagy","NIPSNAP1","Pathway_Level2"
"682","Autophagy","NBR1","Pathway_Level2"
"683","Apoptosis","BAK1","Pathway_Level2"
"684","Cristae formation","ATP5MG","Pathway_Level2"
"685","MICOS complex","IMMT","Pathway_Level3"
"686","Mitochondrial central dogma","ATAD3B","Pathway_Level1"
"687","mtDNA maintenance","EXOG","Pathway_Level2"
"688","mtDNA replication","POLG2","Pathway_Level3"
"689","mtDNA nucleoid","POLG","Pathway_Level3"
"690","mtDNA repair","POLG","Pathway_Level3"
"691","mtRNA metabolism","DUS2","Pathway_Level2"
"692","Transcription","TFAM","Pathway_Level3"
"693","mtRNA granules","FASTKD1","Pathway_Level3"
"694","Polycistronic mtRNA processing","FASTKD5","Pathway_Level3"
"695","mt-tRNA modifications","MTO1","Pathway_Level3"
"696","mt-rRNA modifications","MRM3","Pathway_Level3"
"697","mtRNA stability and decay","FASTKD5","Pathway_Level3"
"698","Translation","COA3","Pathway_Level2"
"699","Mitochondrial ribosome","MRPL10","Pathway_Level3"
"700","Mitochondrial ribosome assembly","GTPBP10","Pathway_Level3"
"701","Translation factors","HEMK1","Pathway_Level3"
"702","mt-tRNA synthetases","GARS1","Pathway_Level3"
"703","Protein import, sorting and homeostasis","ATP23","Pathway_Level1"
"704","Protein import and sorting","DNAJC19","Pathway_Level2"
"705","TOM","TOMM5","Pathway_Level3"
"706","TIM23 presequence pathway","TIMM50","Pathway_Level3"
"707","Import motor","TIMM44","Pathway_Level3"
"708","Preprotein cleavage","UQCRC1","Pathway_Level3"
"709","Protein homeostasis","CASP8","Pathway_Level2"
"710","Proteases","CASP9","Pathway_Level3"
"711","Chaperones","MAIP1","Pathway_Level3"
"712","OXPHOS","ATP5F1D","Pathway_Level1"
"713","OXPHOS subunits","ATP5IF1","Pathway_Level2"
"714","OXPHOS assembly factors","BCS1L","Pathway_Level2"
"715","Complex I","ECSIT","Pathway_Level2"
"716","CI subunits","MT-ND5","Pathway_Level3"
"717","CI assembly factors","ECSIT","Pathway_Level3"
"718","Complex II","SDHB","Pathway_Level2"
"719","Complex III","UQCC1","Pathway_Level2"
"720","CIII subunits","UQCRC1","Pathway_Level3"
"721","CIII assembly factors","UQCC3","Pathway_Level3"
"722","Complex IV","COA4","Pathway_Level2"
"723","CIV subunits","COX6A2","Pathway_Level3"
"724","CIV assembly factors","COA4","Pathway_Level3"
"725","Complex V","ATP5IF1","Pathway_Level2"
"726","CV subunits","ATP5IF1","Pathway_Level3"
"727","Metabolism","ABCB7","Pathway_Level1"
"728","Carbohydrate metabolism","ACOD1","Pathway_Level2"
"729","Gluconeogenesis","PCK2","Pathway_Level3"
"730","Malate-aspartate shuttle","SLC25A13","Pathway_Level3"
"731","Pyruvate metabolism","PDHA1","Pathway_Level3"
"732","TCA cycle","IDH2","Pathway_Level3"
"733","TCA-associated","ME2","Pathway_Level3"
"734","Itaconate metabolism","SUCLG2","Pathway_Level3"
"735","Ketone metabolism","HMGCS2","Pathway_Level3"
"736","Lipid metabolism","ACAD11","Pathway_Level2"
"737","Fatty acid oxidation","ACADM","Pathway_Level3"
"738","Type II fatty acid synthesis","MCAT","Pathway_Level3"
"739","Cardiolipin synthesis","HADHA","Pathway_Level3"
"740","Cholesterol, bile acid, steroid synthesis","FDX1","Pathway_Level3"
"741","Phospholipid metabolism","GPAM","Pathway_Level3"
"742","Amino acid metabolism","ACADSB","Pathway_Level2"
"743","Branched-chain amino acid metabolism","BCAT2","Pathway_Level3"
"744","Branched-chain amino acid dehydrogenase complex","PPM1K","Pathway_Level3"
"745","Lysine metabolism","DHTKD1","Pathway_Level3"
"746","Glycine metabolism","ETFA","Pathway_Level3"
"747","Glutamate metabolism","GPT2","Pathway_Level3"
"748","Proline metabolism","PYCR2","Pathway_Level3"
"749","Glyoxylate metabolism","HOGA1","Pathway_Level3"
"750","GABA metabolism","GLUD1","Pathway_Level3"
"751","Urea cycle","SLC25A13","Pathway_Level3"
"752","Nucleotide metabolism","CKMT1B","Pathway_Level2"
"753","Nucleotide import","SLC25A36","Pathway_Level3"
"754","Nucleotide synthesis and processing","DHODH","Pathway_Level3"
"755","Metals and cofactors","AIFM3","Pathway_Level2"
"756","Carnitine synthesis and transport","TMLHE","Pathway_Level3"
"757","Coenzyme Q metabolism","COQ5","Pathway_Level3"
"758","Copper metabolism","SCO2","Pathway_Level3"
"759","Heme synthesis and processing","COX10","Pathway_Level3"
"760","Fe-S cluster biosynthesis","FDX1","Pathway_Level3"
"761","NAD biosynthesis and metabolism","NMNAT3","Pathway_Level3"
"762","Fe-S-containing proteins","CISD1","Pathway_Level3"
"763","Heme-containing proteins","CYP11B2","Pathway_Level3"
"764","Vitamin metabolism","ALDH7A1","Pathway_Level2"
"765","Choline and betaine metabolism","ETFDH","Pathway_Level3"
"766","Folate and 1-C metabolism","DMGDH","Pathway_Level3"
"767","Detoxification","AKR7A2","Pathway_Level2"
"768","Xenobiotic metabolism","ALDH1B1","Pathway_Level3"
"769","ROS and glutathione metabolism","GLRX2","Pathway_Level3"
"770","Electron carriers","ETFA","Pathway_Level2"
"771","Q-linked reactions, other","ETFDH","Pathway_Level3"
"772","Sulfur metabolism","SLC25A14","Pathway_Level2"
"773","Small molecule transport","ABCD1","Pathway_Level1"
"774","SLC25A family","SLC25A12","Pathway_Level2"
"775","ABC transporters","ABCD1","Pathway_Level2"
"776","Calcium uniporter","SMDT1","Pathway_Level2"
"777","Signaling","C1QBP","Pathway_Level1"
"778","Calcium homeostasis","MICU2","Pathway_Level2"
"779","Calcium cycle","MICU3","Pathway_Level3"
"780","Mitochondrial permeability transition pore","VDAC1","Pathway_Level3"
"781","EF hand proteins","RHOT2","Pathway_Level3"
"782","cAMP-PKA signaling","SPHKAP","Pathway_Level2"
"783","Mitochondrial dynamics and surveillance","APOOL","Pathway_Level1"
"784","Fusion","MTCH2","Pathway_Level2"
"785","Fission","MIEF2","Pathway_Level2"
"786","Organelle contact sites","MFN1","Pathway_Level2"
"787","Intramitochondrial membrane interactions","MTX2","Pathway_Level2"
"788","Trafficking","RHOT1","Pathway_Level2"
"789","Mitophagy","NIPSNAP2","Pathway_Level2"
"790","Autophagy","NIPSNAP1","Pathway_Level2"
"791","Apoptosis","BAX","Pathway_Level2"
"792","Cristae formation","CHCHD3","Pathway_Level2"
"793","MICOS complex","MICOS10","Pathway_Level3"
"794","Mitochondrial central dogma","AURKAIP1","Pathway_Level1"
"795","mtDNA maintenance","LIG3","Pathway_Level2"
"796","mtDNA replication","POLRMT","Pathway_Level3"
"797","mtDNA nucleoid","POLG2","Pathway_Level3"
"798","mtDNA repair","PRIMPOL","Pathway_Level3"
"799","mtRNA metabolism","ELAC2","Pathway_Level2"
"800","Transcription","TFB2M","Pathway_Level3"
"801","mtRNA granules","FASTKD2","Pathway_Level3"
"802","Polycistronic mtRNA processing","GRSF1","Pathway_Level3"
"803","mt-tRNA modifications","NSUN2","Pathway_Level3"
"804","mt-rRNA modifications","MTPAP","Pathway_Level3"
"805","mtRNA stability and decay","GRSF1","Pathway_Level3"
"806","Translation","COX14","Pathway_Level2"
"807","Mitochondrial ribosome","MRPL11","Pathway_Level3"
"808","Mitochondrial ribosome assembly","MALSU1","Pathway_Level3"
"809","Translation factors","MRPL58","Pathway_Level3"
"810","mt-tRNA synthetases","GATB","Pathway_Level3"
"811","Protein import, sorting and homeostasis","CASP3","Pathway_Level1"
"812","Protein import and sorting","GFER","Pathway_Level2"
"813","TOM","TOMM6","Pathway_Level3"
"814","Preprotein cleavage","UQCRC2","Pathway_Level3"
"815","Protein homeostasis","CASP9","Pathway_Level2"
"816","Proteases","CLPB","Pathway_Level3"
"817","Chaperones","NRDC","Pathway_Level3"
"818","OXPHOS","ATP5F1E","Pathway_Level1"
"819","OXPHOS subunits","ATP5MC1","Pathway_Level2"
"820","OXPHOS assembly factors","CEP89","Pathway_Level2"
"821","Complex I","FOXRED1","Pathway_Level2"
"822","CI subunits","MT-ND6","Pathway_Level3"
"823","CI assembly factors","FOXRED1","Pathway_Level3"
"824","Complex II","SDHC","Pathway_Level2"
"825","Complex III","UQCC2","Pathway_Level2"
"826","CIII subunits","UQCRC2","Pathway_Level3"
"827","Complex IV","COA5","Pathway_Level2"
"828","CIV subunits","COX6B1","Pathway_Level3"
"829","CIV assembly factors","COA5","Pathway_Level3"
"830","Complex V","ATP5MC1","Pathway_Level2"
"831","CV subunits","ATP5MC1","Pathway_Level3"
"832","Metabolism","ABHD10","Pathway_Level1"
"833","Carbohydrate metabolism","AUH","Pathway_Level2"
"834","Gluconeogenesis","SLC25A1","Pathway_Level3"
"835","Pyruvate metabolism","PDHA2","Pathway_Level3"
"836","TCA cycle","IDH3A","Pathway_Level3"
"837","TCA-associated","ME3","Pathway_Level3"
"838","Ketone metabolism","OXCT1","Pathway_Level3"
"839","Lipid metabolism","ACADL","Pathway_Level2"
"840","Fatty acid oxidation","ACADS","Pathway_Level3"
"841","Type II fatty acid synthesis","MECR","Pathway_Level3"
"842","Cardiolipin synthesis","PGS1","Pathway_Level3"
"843","Cholesterol, bile acid, steroid synthesis","FDXR","Pathway_Level3"
"844","Phospholipid metabolism","GPAT2","Pathway_Level3"
"845","Amino acid metabolism","ACAT1","Pathway_Level2"
