Tissue,Group,Pathway,score
Appendix,Digestive,Intramitochondrial membrane interactions,16.655555555555555
Appendix,Digestive,Lysine metabolism,26.14375
Appendix,Digestive,ROS and glutathione metabolism,64.95925925925926
Appendix,Digestive,Xenobiotic metabolism,23.9
Appendix,Digestive,Detoxification,43.780392156862746
Appendix,Digestive,Preprotein cleavage,26.7125
Appendix,Digestive,CIII subunits,339.72
Appendix,Digestive,Complex III,217.16875000000002
Appendix,Digestive,CIII assembly factors,12.916666666666666
Appendix,Digestive,mt-tRNA synthetases,13.318181818181818
Appendix,Digestive,Translation,20.358709677419355
Appendix,Digestive,Electron carriers,204.39333333333335
Appendix,Digestive,"Q-linked reactions, other",18.236363636363635
Appendix,Digestive,Choline and betaine metabolism,17.785714285714285
Appendix,Digestive,Glycine metabolism,16.166666666666668
Appendix,Digestive,Folate and 1-C metabolism,11.209523809523809
Appendix,Digestive,Vitamin metabolism,12.724489795918368
Appendix,Digestive,Vitamin D metabolism,2.625
Appendix,Digestive,Heme-containing proteins,910.853846153846
Appendix,Digestive,Fe-S-containing proteins,20.583870967741934
Appendix,Digestive,Vitamin C metabolism,26.9
Appendix,Digestive,TOM,67.11111111111111
Appendix,Digestive,Cardiolipin synthesis,14.95
Appendix,Digestive,mt-rRNA modifications,11.005555555555556
Appendix,Digestive,Mitochondrial ribosome assembly,11.904166666666667
Appendix,Digestive,mtRNA granules,13.864285714285714
Appendix,Digestive,mt-tRNA modifications,11.14090909090909
Appendix,Digestive,Mitochondrial ribosome,25.080722891566264
Appendix,Digestive,Mitophagy,50.7
Appendix,Digestive,Autophagy,44.25
Appendix,Digestive,GABA metabolism,14.871428571428572
Appendix,Digestive,Proline metabolism,19.516666666666666
Appendix,Digestive,Gluconeogenesis,19.133333333333336
Appendix,Digestive,TCA-associated,14.74
Appendix,Digestive,TCA cycle,40.29
Appendix,Digestive,Fission,15.493333333333334
Appendix,Digestive,Cholesterol-associated,52.05
Appendix,Digestive,Coenzyme A metabolism,10.12
Appendix,Digestive,Catechol metabolism,18.366666666666667
Appendix,Digestive,cAMP-PKA signaling,10.55
Appendix,Digestive,"Cholesterol, bile acid, steroid synthesis",19.764285714285716
Appendix,Digestive,Branched-chain amino acid metabolism,20.476
Appendix,Digestive,Selenoproteins,67.28
Appendix,Digestive,Complex II,36.1375
Appendix,Digestive,CII subunits,59.85
Appendix,Digestive,Ketone metabolism,20.8125
Appendix,Digestive,TIM23 presequence pathway,33.93333333333333
Appendix,Digestive,Translation factors,20.86875
Appendix,Digestive,Copper metabolism,47.25714285714286
Appendix,Digestive,mtRNA stability and decay,18.36470588235294
Appendix,Digestive,Biotin utilizing proteins,6.42
Appendix,Digestive,Chaperones,40.16875
Appendix,Digestive,Branched-chain amino acid dehydrogenase complex,18.28333333333333
Appendix,Digestive,Coenzyme Q metabolism,9.861538461538462
Appendix,Digestive,Immune response,43.86
Appendix,Digestive,NAD biosynthesis and metabolism,7.9714285714285715
Appendix,Digestive,Glycine cleavage system,13
Appendix,Digestive,Complex V,567.95
Appendix,Digestive,CV subunits,700.7809523809524
Appendix,Digestive,Transcription,12.7
Appendix,Digestive,Amidoxime reducing complex,38.3
Appendix,Digestive,SAM,19.566666666666666
Appendix,Digestive,Respirasome assembly,57.375
Appendix,Digestive,mtDNA modifications,8
Appendix,Digestive,ABC transporters,6.6875
Appendix,Digestive,Sulfur metabolism,18.663636363636364
Appendix,Digestive,Trafficking,11.485714285714286
Appendix,Digestive,Itaconate metabolism,19.016666666666666
Appendix,Digestive,Cytochromes,716.325
Appendix,Digestive,fMet processing,1.3666666666666667
Appendix,Digestive,Import motor,7.983333333333333
Appendix,Digestive,Organelle contact sites,22.42142857142857
Appendix,Digestive,MICOS complex,19.014285714285712
Appendix,Digestive,Cristae formation,55.96363636363636
Appendix,Digestive,Sideroflexins,9.42
Appendix,Digestive,Serine metabolism,16.22
Appendix,Digestive,mt-mRNA modifications,10.950000000000001
Appendix,Digestive,Vitamin B6 metabolism,13.85
Appendix,Digestive,Fusion,13.28888888888889
Appendix,Digestive,Carnitine synthesis and transport,10.633333333333333
Appendix,Digestive,Carnitine shuttle,11.42
Appendix,Digestive,Glyoxylate metabolism,41.1375
Appendix,Digestive,CIV subunits,1085.8095238095239
Appendix,Digestive,Propanoate metabolism,12.95
Appendix,Digestive,Glycerol phosphate shuttle,8.2
Appendix,Digestive,Glutamate metabolism,15.925
Appendix,Digestive,Tetrahydrobiopterin synthesis,7.566666666666666
Appendix,Digestive,Kynurenine metabolism,16.333333333333332
Appendix,Digestive,Molybdenum cofactor synthesis and proteins,6.74
Appendix,Digestive,Lipoate insertion,4.625
Appendix,Digestive,CV assembly factors,10.06
Appendix,Digestive,Iron homeostasis,728.4
Appendix,Digestive,Vitamin B1 metabolism,16.2
Appendix,Digestive,mtDNA stability and decay,6.233333333333333
Appendix,Digestive,MIA40,13.466666666666667
Appendix,Digestive,Creatine metabolism,6.725
Appendix,Digestive,Vitamin B2 metabolism,14.833333333333332
Appendix,Digestive,Vitamin B12 metabolism,18.625
Appendix,Digestive,Eicosanoid metabolism,28.6
Appendix,Digestive,CII assembly factors,12.425
Appendix,Digestive,OXA,41.2
Appendix,Digestive,Vitamin A metabolism,6.14
Basal ganglia,CNS,Apoptosis,74.95142857142858
Basal ganglia,CNS,Mitochondrial dynamics and surveillance,77.67884615384615
Basal ganglia,CNS,Proteases,16.357142857142858
Basal ganglia,CNS,Protein homeostasis,37.358823529411765
Basal ganglia,CNS,"Protein import, sorting and homeostasis",48.96511627906976
Basal ganglia,CNS,CI assembly factors,28.527272727272724
Basal ganglia,CNS,Complex I,6502.50606060606
Basal ganglia,CNS,OXPHOS assembly factors,35.167647058823526
Basal ganglia,CNS,OXPHOS,6069.000591715976
Basal ganglia,CNS,mtDNA nucleoid,19.254545454545454
Basal ganglia,CNS,mtDNA maintenance,15.070967741935485
Basal ganglia,CNS,Mitochondrial central dogma,26.805194805194805
Basal ganglia,CNS,Nucleotide metabolism,49.315
Basal ganglia,CNS,Nucleotide synthesis and processing,46.56666666666666
Basal ganglia,CNS,Metabolism,475.40867678958756
Basal ganglia,CNS,Type II fatty acid synthesis,20.32222222222222
Basal ganglia,CNS,CI subunits,9739.495454545453
Basal ganglia,CNS,Fe-S cluster biosynthesis,30.969565217391303
Basal ganglia,CNS,OXPHOS subunits,10032.634313725486
Basal ganglia,CNS,Metals and cofactors,1690.8180327868854
Basal ganglia,CNS,Lipid metabolism,32.52682926829269
Basal ganglia,CNS,Pyruvate metabolism,31.1625
Basal ganglia,CNS,Carbohydrate metabolism,32.81369863013698
Basal ganglia,CNS,Malate-aspartate shuttle,38.06666666666666
Basal ganglia,CNS,Urea cycle,4.557142857142857
Basal ganglia,CNS,SLC25A family,37.31764705882353
Basal ganglia,CNS,EF hand proteins,61.30909090909091
Basal ganglia,CNS,Calcium homeostasis,62.300000000000004
Basal ganglia,CNS,Small molecule transport,35.20235294117647
Basal ganglia,CNS,Signaling,50.76875
Basal ganglia,CNS,Amino acid metabolism,37.00333333333334
Basal ganglia,CNS,Cytochrome C,43.550000000000004
Basal ganglia,CNS,Heme synthesis and processing,14.18125
Basal ganglia,CNS,Mitochondrial permeability transition pore,91.04285714285714
Basal ganglia,CNS,Nucleotide import,59.58
Basal ganglia,CNS,Calcium uniporter,17.1
Basal ganglia,CNS,Calcium cycle,28.677777777777777
Basal ganglia,CNS,mtDNA replication,11.528571428571428
Basal ganglia,CNS,mtDNA repair,17.833333333333332
Basal ganglia,CNS,Fatty acid oxidation,30.020454545454545
Basal ganglia,CNS,Protein import and sorting,54.81458333333334
Basal ganglia,CNS,TIM22 carrier pathway,7.2
Basal ganglia,CNS,Phospholipid metabolism,30.37391304347826
Basal ganglia,CNS,Complex IV,7453.4352941176485
Basal ganglia,CNS,CIV assembly factors,39.88333333333333
Basal ganglia,CNS,Polycistronic mtRNA processing,18.130769230769232
Basal ganglia,CNS,mtRNA metabolism,21.70657894736842
Basal ganglia,CNS,Intramitochondrial membrane interactions,16.88888888888889
Basal ganglia,CNS,Lysine metabolism,48.575
Basal ganglia,CNS,ROS and glutathione metabolism,107.45185185185186
Basal ganglia,CNS,Xenobiotic metabolism,37.63478260869565
Basal ganglia,CNS,Detoxification,71.28235294117647
Basal ganglia,CNS,Preprotein cleavage,33.8875
Basal ganglia,CNS,CIII subunits,4250.62
Basal ganglia,CNS,Complex III,2667.2375
Basal ganglia,CNS,CIII assembly factors,28.266666666666666
Basal ganglia,CNS,mt-tRNA synthetases,11.463636363636363
Basal ganglia,CNS,Translation,33.64258064516129
Basal ganglia,CNS,Electron carriers,2770.526666666667
Basal ganglia,CNS,"Q-linked reactions, other",25.7
Basal ganglia,CNS,Choline and betaine metabolism,33.75714285714286
Basal ganglia,CNS,Glycine metabolism,28.92
Basal ganglia,CNS,Folate and 1-C metabolism,45.92380952380952
Basal ganglia,CNS,Vitamin metabolism,31.695918367346938
Basal ganglia,CNS,Vitamin D metabolism,3.7
Basal ganglia,CNS,Heme-containing proteins,15131.446153846153
Basal ganglia,CNS,Fe-S-containing proteins,46.39677419354839
Basal ganglia,CNS,Vitamin C metabolism,53.5
Basal ganglia,CNS,TOM,169.78888888888886
Basal ganglia,CNS,Cardiolipin synthesis,20.86875
Basal ganglia,CNS,mt-rRNA modifications,31.42222222222222
Basal ganglia,CNS,Mitochondrial ribosome assembly,26.145833333333336
Basal ganglia,CNS,mtRNA granules,16.942857142857143
Basal ganglia,CNS,mt-tRNA modifications,9.936363636363637
Basal ganglia,CNS,Mitochondrial ribosome,40.98795180722892
Basal ganglia,CNS,Mitophagy,138.97857142857143
Basal ganglia,CNS,Autophagy,114.02222222222223
Basal ganglia,CNS,GABA metabolism,63.457142857142856
Basal ganglia,CNS,Proline metabolism,39.983333333333334
Basal ganglia,CNS,Gluconeogenesis,43.71111111111111
Basal ganglia,CNS,TCA-associated,29.826666666666668
Basal ganglia,CNS,TCA cycle,50.05
Basal ganglia,CNS,Fission,32.06666666666666
Basal ganglia,CNS,Cholesterol-associated,45.6
Basal ganglia,CNS,Coenzyme A metabolism,13.02
Basal ganglia,CNS,Catechol metabolism,71.23333333333333
Basal ganglia,CNS,cAMP-PKA signaling,31.083333333333336
Basal ganglia,CNS,"Cholesterol, bile acid, steroid synthesis",29.528571428571432
Basal ganglia,CNS,Branched-chain amino acid metabolism,34.88
Basal ganglia,CNS,Selenoproteins,118.58
Basal ganglia,CNS,Complex II,43.3875
Basal ganglia,CNS,CII subunits,69.425
Basal ganglia,CNS,Ketone metabolism,39.7875
Basal ganglia,CNS,TIM23 presequence pathway,54.983333333333334
Basal ganglia,CNS,Translation factors,34.375
Basal ganglia,CNS,Copper metabolism,43.94285714285714
Basal ganglia,CNS,mtRNA stability and decay,29.782352941176473
Basal ganglia,CNS,Biotin utilizing proteins,20.12
Basal ganglia,CNS,Chaperones,64.41875
Basal ganglia,CNS,Branched-chain amino acid dehydrogenase complex,19.133333333333333
Basal ganglia,CNS,Coenzyme Q metabolism,13.607692307692307
Basal ganglia,CNS,Immune response,54.48
Basal ganglia,CNS,NAD biosynthesis and metabolism,16.321428571428573
Basal ganglia,CNS,Glycine cleavage system,32.95
Basal ganglia,CNS,Complex V,6658.66923076923
Basal ganglia,CNS,CV subunits,8237.676190476192
Basal ganglia,CNS,Transcription,13.512500000000001
Basal ganglia,CNS,Amidoxime reducing complex,48.475
Basal ganglia,CNS,SAM,28.400000000000002
Basal ganglia,CNS,Respirasome assembly,97.5
Basal ganglia,CNS,mtDNA modifications,6.8
Basal ganglia,CNS,ABC transporters,7.2250000000000005
Basal ganglia,CNS,Sulfur metabolism,23.563636363636363
Basal ganglia,CNS,Trafficking,17.571428571428573
Basal ganglia,CNS,Itaconate metabolism,25.45
Basal ganglia,CNS,Cytochromes,10318.8
Basal ganglia,CNS,fMet processing,2.8333333333333335
Basal ganglia,CNS,Import motor,15.116666666666667
Basal ganglia,CNS,Organelle contact sites,62.40714285714286
Basal ganglia,CNS,MICOS complex,39.4
Basal ganglia,CNS,Cristae formation,176.5636363636364
Basal ganglia,CNS,Sideroflexins,16.98
Basal ganglia,CNS,Serine metabolism,13.02
Basal ganglia,CNS,mt-mRNA modifications,15.525
Basal ganglia,CNS,Vitamin B6 metabolism,20.75
Basal ganglia,CNS,Fusion,33.666666666666664
Basal ganglia,CNS,Carnitine synthesis and transport,13
Basal ganglia,CNS,Carnitine shuttle,14.18
Basal ganglia,CNS,Glyoxylate metabolism,90.75
Basal ganglia,CNS,CIV subunits,18044.223809523806
Basal ganglia,CNS,Propanoate metabolism,21.525
Basal ganglia,CNS,Glycerol phosphate shuttle,16.4
Basal ganglia,CNS,Glutamate metabolism,54.3
Basal ganglia,CNS,Tetrahydrobiopterin synthesis,244.83333333333331
Basal ganglia,CNS,Kynurenine metabolism,23.466666666666665
Basal ganglia,CNS,Molybdenum cofactor synthesis and proteins,12.8
Basal ganglia,CNS,Lipoate insertion,25.2
Basal ganglia,CNS,CV assembly factors,26.84
Basal ganglia,CNS,Iron homeostasis,1228.66
Basal ganglia,CNS,Vitamin B1 metabolism,12.1
Basal ganglia,CNS,mtDNA stability and decay,10.833333333333332
Basal ganglia,CNS,MIA40,15
Basal ganglia,CNS,Creatine metabolism,53.425
Basal ganglia,CNS,Vitamin B2 metabolism,15.266666666666667
Basal ganglia,CNS,Vitamin B12 metabolism,17.75
Basal ganglia,CNS,Eicosanoid metabolism,91.10000000000001
Basal ganglia,CNS,CII assembly factors,17.35
Basal ganglia,CNS,OXA,27.3
Basal ganglia,CNS,Vitamin A metabolism,5.779999999999999
Bone marrow,Immune,Apoptosis,85.64571428571429
Bone marrow,Immune,Mitochondrial dynamics and surveillance,57.60576923076923
Bone marrow,Immune,Proteases,21.65714285714286
Bone marrow,Immune,Protein homeostasis,33.00392156862745
Bone marrow,Immune,"Protein import, sorting and homeostasis",40.51976744186046
Bone marrow,Immune,CI assembly factors,14.563636363636364
Bone marrow,Immune,Complex I,394.42878787878783
Bone marrow,Immune,OXPHOS assembly factors,21.469117647058823
Bone marrow,Immune,OXPHOS,479.7402366863905
Bone marrow,Immune,mtDNA nucleoid,21.027272727272727
Bone marrow,Immune,mtDNA maintenance,21.603225806451615
Bone marrow,Immune,Mitochondrial central dogma,22.46017316017316
Bone marrow,Immune,Nucleotide metabolism,50.725
Bone marrow,Immune,Nucleotide synthesis and processing,50.295833333333334
Bone marrow,Immune,Metabolism,77.3208242950108
Bone marrow,Immune,Type II fatty acid synthesis,12.933333333333334
Bone marrow,Immune,CI subunits,584.3613636363636
Bone marrow,Immune,Fe-S cluster biosynthesis,31.93913043478261
Bone marrow,Immune,OXPHOS subunits,781.1137254901962
Bone marrow,Immune,Metals and cofactors,189.86639344262304
Bone marrow,Immune,Lipid metabolism,29.5479674796748
Bone marrow,Immune,Pyruvate metabolism,23.175
Bone marrow,Immune,Carbohydrate metabolism,26.910958904109588
Bone marrow,Immune,Malate-aspartate shuttle,24.316666666666666
Bone marrow,Immune,Urea cycle,2.5
Bone marrow,Immune,SLC25A family,43.04705882352941
Bone marrow,Immune,EF hand proteins,13.245454545454546
Bone marrow,Immune,Calcium homeostasis,60.7125
Bone marrow,Immune,Small molecule transport,37.06588235294118
Bone marrow,Immune,Signaling,46.88125
Bone marrow,Immune,Amino acid metabolism,20.48222222222222
Bone marrow,Immune,Cytochrome C,53.25
Bone marrow,Immune,Heme synthesis and processing,69.35625
Bone marrow,Immune,Mitochondrial permeability transition pore,146.6
Bone marrow,Immune,Nucleotide import,79.41000000000001
Bone marrow,Immune,Calcium uniporter,20.05
Bone marrow,Immune,Calcium cycle,39.65555555555555
Bone marrow,Immune,mtDNA replication,19.1
Bone marrow,Immune,mtDNA repair,31.244444444444444
Bone marrow,Immune,Fatty acid oxidation,28.579545454545457
Bone marrow,Immune,Protein import and sorting,43.96041666666667
Bone marrow,Immune,TIM22 carrier pathway,7.566666666666666
Bone marrow,Immune,Phospholipid metabolism,28.61304347826087
Bone marrow,Immune,Complex IV,713.3529411764706
Bone marrow,Immune,CIV assembly factors,23.033333333333335
Bone marrow,Immune,Polycistronic mtRNA processing,18.599999999999998
Bone marrow,Immune,mtRNA metabolism,18.260526315789473
Bone marrow,Immune,Intramitochondrial membrane interactions,21.711111111111112
Bone marrow,Immune,Lysine metabolism,31.85625
Bone marrow,Immune,ROS and glutathione metabolism,139.13333333333333
Bone marrow,Immune,Xenobiotic metabolism,23.565217391304348
Bone marrow,Immune,Detoxification,83.06470588235294
Bone marrow,Immune,Preprotein cleavage,37.625
Bone marrow,Immune,CIII subunits,414.77000000000004
Bone marrow,Immune,Complex III,264.61249999999995
Bone marrow,Immune,CIII assembly factors,14.35
Bone marrow,Immune,mt-tRNA synthetases,13.240909090909092
Bone marrow,Immune,Translation,24.891612903225806
Bone marrow,Immune,Electron carriers,226.49333333333334
Bone marrow,Immune,"Q-linked reactions, other",21.227272727272727
Bone marrow,Immune,Choline and betaine metabolism,21.04285714285714
Bone marrow,Immune,Glycine metabolism,22.96
Bone marrow,Immune,Folate and 1-C metabolism,12.423809523809524
Bone marrow,Immune,Vitamin metabolism,15.716326530612244
Bone marrow,Immune,Vitamin D metabolism,3.825
Bone marrow,Immune,Heme-containing proteins,1132.2
Bone marrow,Immune,Fe-S-containing proteins,36.04516129032258
Bone marrow,Immune,Vitamin C metabolism,37.400000000000006
Bone marrow,Immune,TOM,113.01111111111112
Bone marrow,Immune,Cardiolipin synthesis,25.24375
Bone marrow,Immune,mt-rRNA modifications,14.472222222222221
Bone marrow,Immune,Mitochondrial ribosome assembly,13.625
Bone marrow,Immune,mtRNA granules,18.22142857142857
Bone marrow,Immune,mt-tRNA modifications,14.354545454545455
Bone marrow,Immune,Mitochondrial ribosome,31.733734939759035
Bone marrow,Immune,Mitophagy,83.1
Bone marrow,Immune,Autophagy,68.90555555555555
Bone marrow,Immune,GABA metabolism,12.342857142857143
Bone marrow,Immune,Proline metabolism,32.71666666666667
Bone marrow,Immune,Gluconeogenesis,28.622222222222224
Bone marrow,Immune,TCA-associated,18.826666666666668
Bone marrow,Immune,TCA cycle,53.655
Bone marrow,Immune,Fission,23.713333333333335
Bone marrow,Immune,Cholesterol-associated,102.55
Bone marrow,Immune,Coenzyme A metabolism,14.18
Bone marrow,Immune,Catechol metabolism,24.300000000000004
