RNAseq_sampleID,Condition,Pathway,score,Line,Study_part,Passage,Days_grown_Udays,Treatments,Clinical_condition
Sample_42,Control,Small molecule transport,30.417519529311143,hFB13,2,36,202.25,Control,Normal
Sample_42,Control,ABC transporters,18.00185651755437,hFB13,2,36,202.25,Control,Normal
Sample_43,Control,Small molecule transport,29.529736974088284,hFB14,2,10,22.42,Control,Normal
Sample_43,Control,ABC transporters,17.256361908817826,hFB14,2,10,22.42,Control,Normal
Sample_44,Control,Small molecule transport,29.7099012475473,hFB14,2,13,39.13,Control,Normal
Sample_44,Control,ABC transporters,17.773273970743183,hFB14,2,13,39.13,Control,Normal
Sample_45,Control,Small molecule transport,29.682727402367732,hFB14,2,16,55.04,Control,Normal
Sample_45,Control,ABC transporters,17.254765687133037,hFB14,2,16,55.04,Control,Normal
Sample_46,Control,Small molecule transport,29.743564493799656,hFB14,2,19,70.13,Control,Normal
Sample_46,Control,ABC transporters,16.96641559925792,hFB14,2,19,70.13,Control,Normal
Sample_47,Control,Small molecule transport,28.81055207349823,hFB14,2,22,85.08,Control,Normal
Sample_47,Control,ABC transporters,16.231113931277466,hFB14,2,22,85.08,Control,Normal
Sample_48,Control,Small molecule transport,28.480592327235627,hFB14,2,25,100.29,Control,Normal
Sample_48,Control,ABC transporters,16.180013940849854,hFB14,2,25,100.29,Control,Normal
Sample_49,Control,Small molecule transport,28.56791211745386,hFB14,2,31,140.38,Control,Normal
Sample_49,Control,ABC transporters,17.434782433353,hFB14,2,31,140.38,Control,Normal
Sample_21,Control,Heme synthesis and processing,16.159845214332094,hFB12,2,6,21.21,Control,Normal
Sample_22,Control,Heme synthesis and processing,16.303085053608267,hFB12,2,9,37.33,Control,Normal
Sample_23,Control,Heme synthesis and processing,16.683993754397534,hFB12,2,12,52.96,Control,Normal
Sample_24,Control,Heme synthesis and processing,16.263850861332337,hFB12,2,15,68.08,Control,Normal
Sample_25,Control,Heme synthesis and processing,17.01994833781917,hFB12,2,18,83.08,Control,Normal
Sample_26,Control,Heme synthesis and processing,16.923707581594737,hFB12,2,21,98.08,Control,Normal
Sample_27,Control,Heme synthesis and processing,16.332686684276773,hFB12,2,24,115,Control,Normal
Sample_28,Control,Heme synthesis and processing,15.866071663118005,hFB12,2,27,134.96,Control,Normal
Sample_29,Control,Heme synthesis and processing,16.456088603271716,hFB12,2,30,157.92,Control,Normal
Sample_30,Control,Heme synthesis and processing,16.07404307725634,hFB12,2,33,180.88,Control,Normal
Sample_31,Control,Heme synthesis and processing,16.60754485450892,hFB12,2,36,202,Control,Normal
Sample_32,Control,Heme synthesis and processing,16.88869524529216,hFB13,2,6,22.08,Control,Normal
Sample_33,Control,Heme synthesis and processing,16.5701067771942,hFB13,2,9,38.04,Control,Normal
Sample_34,Control,Heme synthesis and processing,16.067778412174587,hFB13,2,12,53.04,Control,Normal
Sample_35,Control,Heme synthesis and processing,16.960741056179106,hFB13,2,15,68.29,Control,Normal
Sample_36,Control,Heme synthesis and processing,16.73994288050921,hFB13,2,18,83.17,Control,Normal
Sample_37,Control,Heme synthesis and processing,16.59539441835351,hFB13,2,21,98.13,Control,Normal
Sample_38,Control,Heme synthesis and processing,16.577698754215405,hFB13,2,24,115.33,Control,Normal
Sample_39,Control,Heme synthesis and processing,16.924313801650232,hFB13,2,27,136.29,Control,Normal
Sample_40,Control,Heme synthesis and processing,16.250966707297785,hFB13,2,30,158.21,Control,Normal
Sample_41,Control,Heme synthesis and processing,17.02746299391249,hFB13,2,33,182.08,Control,Normal
Sample_42,Control,Heme synthesis and processing,16.81346003822507,hFB13,2,36,202.25,Control,Normal
Sample_43,Control,Heme synthesis and processing,16.424872303944806,hFB14,2,10,22.42,Control,Normal
Sample_44,Control,Heme synthesis and processing,17.20989255346261,hFB14,2,13,39.13,Control,Normal
Sample_45,Control,Heme synthesis and processing,16.321833767467982,hFB14,2,16,55.04,Control,Normal
Sample_46,Control,Heme synthesis and processing,16.8114812031484,hFB14,2,19,70.13,Control,Normal
Sample_47,Control,Heme synthesis and processing,16.582394534844262,hFB14,2,22,85.08,Control,Normal
Sample_48,Control,Heme synthesis and processing,15.836594642174225,hFB14,2,25,100.29,Control,Normal
Sample_49,Control,Heme synthesis and processing,16.65060270111877,hFB14,2,31,140.38,Control,Normal
Sample_21,Control,Fe-S cluster biosynthesis,23.09010000568916,hFB12,2,6,21.21,Control,Normal
Sample_21,Control,Molybdenum cofactor synthesis and proteins,10.523828288547698,hFB12,2,6,21.21,Control,Normal
Sample_22,Control,Fe-S cluster biosynthesis,23.207050395309526,hFB12,2,9,37.33,Control,Normal
Sample_22,Control,Molybdenum cofactor synthesis and proteins,11.387277521751022,hFB12,2,9,37.33,Control,Normal
Sample_23,Control,Fe-S cluster biosynthesis,22.90870516521179,hFB12,2,12,52.96,Control,Normal
Sample_23,Control,Molybdenum cofactor synthesis and proteins,12.551778157327437,hFB12,2,12,52.96,Control,Normal
Sample_24,Control,Fe-S cluster biosynthesis,22.36138549472646,hFB12,2,15,68.08,Control,Normal
Sample_24,Control,Molybdenum cofactor synthesis and proteins,11.151826226507142,hFB12,2,15,68.08,Control,Normal
Sample_25,Control,Fe-S cluster biosynthesis,22.735995747889735,hFB12,2,18,83.08,Control,Normal
Sample_25,Control,Molybdenum cofactor synthesis and proteins,11.448085633476719,hFB12,2,18,83.08,Control,Normal
Sample_26,Control,Fe-S cluster biosynthesis,22.02723851952056,hFB12,2,21,98.08,Control,Normal
Sample_26,Control,Molybdenum cofactor synthesis and proteins,10.020820639274449,hFB12,2,21,98.08,Control,Normal
Sample_27,Control,Fe-S cluster biosynthesis,22.405962586955766,hFB12,2,24,115,Control,Normal
Sample_27,Control,Molybdenum cofactor synthesis and proteins,10.561566815428787,hFB12,2,24,115,Control,Normal
Sample_28,Control,Fe-S cluster biosynthesis,20.892814858599802,hFB12,2,27,134.96,Control,Normal
Sample_28,Control,Molybdenum cofactor synthesis and proteins,11.101027068196416,hFB12,2,27,134.96,Control,Normal
Sample_29,Control,Fe-S cluster biosynthesis,22.154245302440053,hFB12,2,30,157.92,Control,Normal
Sample_29,Control,Molybdenum cofactor synthesis and proteins,12.5346305537133,hFB12,2,30,157.92,Control,Normal
Sample_30,Control,Fe-S cluster biosynthesis,22.545388221481307,hFB12,2,33,180.88,Control,Normal
Sample_30,Control,Molybdenum cofactor synthesis and proteins,12.0230406485879,hFB12,2,33,180.88,Control,Normal
Sample_31,Control,Fe-S cluster biosynthesis,24.26288904113297,hFB12,2,36,202,Control,Normal
Sample_31,Control,Molybdenum cofactor synthesis and proteins,12.720445196174781,hFB12,2,36,202,Control,Normal
Sample_32,Control,Fe-S cluster biosynthesis,23.20013078860139,hFB13,2,6,22.08,Control,Normal
Sample_32,Control,Molybdenum cofactor synthesis and proteins,11.317137150064976,hFB13,2,6,22.08,Control,Normal
Sample_33,Control,Fe-S cluster biosynthesis,22.994283100804623,hFB13,2,9,38.04,Control,Normal
Sample_33,Control,Molybdenum cofactor synthesis and proteins,11.827440787629087,hFB13,2,9,38.04,Control,Normal
Sample_34,Control,Fe-S cluster biosynthesis,23.044775917884657,hFB13,2,12,53.04,Control,Normal
Sample_34,Control,Molybdenum cofactor synthesis and proteins,10.953005971883506,hFB13,2,12,53.04,Control,Normal
Sample_35,Control,Fe-S cluster biosynthesis,23.036333201348224,hFB13,2,15,68.29,Control,Normal
Sample_35,Control,Molybdenum cofactor synthesis and proteins,10.770410378514324,hFB13,2,15,68.29,Control,Normal
Sample_36,Control,Fe-S cluster biosynthesis,23.287477831032675,hFB13,2,18,83.17,Control,Normal
Sample_36,Control,Molybdenum cofactor synthesis and proteins,10.314398440622403,hFB13,2,18,83.17,Control,Normal
Sample_37,Control,Fe-S cluster biosynthesis,23.302962576607456,hFB13,2,21,98.13,Control,Normal
Sample_37,Control,Molybdenum cofactor synthesis and proteins,11.03550020195114,hFB13,2,21,98.13,Control,Normal
Sample_38,Control,Fe-S cluster biosynthesis,23.522465730419736,hFB13,2,24,115.33,Control,Normal
Sample_38,Control,Molybdenum cofactor synthesis and proteins,10.219533336346291,hFB13,2,24,115.33,Control,Normal
Sample_39,Control,Fe-S cluster biosynthesis,24.191568162322802,hFB13,2,27,136.29,Control,Normal
Sample_39,Control,Molybdenum cofactor synthesis and proteins,11.116686974710921,hFB13,2,27,136.29,Control,Normal
Sample_40,Control,Fe-S cluster biosynthesis,25.174682671660207,hFB13,2,30,158.21,Control,Normal
Sample_40,Control,Molybdenum cofactor synthesis and proteins,11.313259429291282,hFB13,2,30,158.21,Control,Normal
Sample_41,Control,Fe-S cluster biosynthesis,23.63031068500851,hFB13,2,33,182.08,Control,Normal
Sample_41,Control,Molybdenum cofactor synthesis and proteins,11.583715777396966,hFB13,2,33,182.08,Control,Normal
Sample_42,Control,Fe-S cluster biosynthesis,23.802666940906523,hFB13,2,36,202.25,Control,Normal
Sample_42,Control,Molybdenum cofactor synthesis and proteins,10.132414765891848,hFB13,2,36,202.25,Control,Normal
Sample_43,Control,Fe-S cluster biosynthesis,20.70241571074526,hFB14,2,10,22.42,Control,Normal
Sample_43,Control,Molybdenum cofactor synthesis and proteins,10.648349164159375,hFB14,2,10,22.42,Control,Normal
Sample_44,Control,Fe-S cluster biosynthesis,22.168683177110307,hFB14,2,13,39.13,Control,Normal
Sample_44,Control,Molybdenum cofactor synthesis and proteins,11.262987109521408,hFB14,2,13,39.13,Control,Normal
Sample_45,Control,Fe-S cluster biosynthesis,21.350801176002392,hFB14,2,16,55.04,Control,Normal
Sample_45,Control,Molybdenum cofactor synthesis and proteins,10.953215906939402,hFB14,2,16,55.04,Control,Normal
Sample_46,Control,Fe-S cluster biosynthesis,23.43474085517994,hFB14,2,19,70.13,Control,Normal
Sample_46,Control,Molybdenum cofactor synthesis and proteins,10.006500063530353,hFB14,2,19,70.13,Control,Normal
Sample_47,Control,Fe-S cluster biosynthesis,24.409128452008787,hFB14,2,22,85.08,Control,Normal
Sample_47,Control,Molybdenum cofactor synthesis and proteins,10.440528653223394,hFB14,2,22,85.08,Control,Normal
Sample_48,Control,Fe-S cluster biosynthesis,22.87729840344849,hFB14,2,25,100.29,Control,Normal
Sample_48,Control,Molybdenum cofactor synthesis and proteins,10.248395869955978,hFB14,2,25,100.29,Control,Normal
Sample_49,Control,Fe-S cluster biosynthesis,25.712687821527364,hFB14,2,31,140.38,Control,Normal
Sample_49,Control,Molybdenum cofactor synthesis and proteins,11.431783705833132,hFB14,2,31,140.38,Control,Normal
Sample_21,Control,Detoxification,53.252775402762396,hFB12,2,6,21.21,Control,Normal
Sample_21,Control,Xenobiotic metabolism,33.887630453037445,hFB12,2,6,21.21,Control,Normal
Sample_22,Control,Detoxification,54.49104595687649,hFB12,2,9,37.33,Control,Normal
Sample_22,Control,Xenobiotic metabolism,33.25047521936411,hFB12,2,9,37.33,Control,Normal
Sample_23,Control,Detoxification,55.75782658906795,hFB12,2,12,52.96,Control,Normal
Sample_23,Control,Xenobiotic metabolism,34.01535901883851,hFB12,2,12,52.96,Control,Normal
Sample_24,Control,Detoxification,55.13189232894143,hFB12,2,15,68.08,Control,Normal
Sample_24,Control,Xenobiotic metabolism,34.586187327862426,hFB12,2,15,68.08,Control,Normal
Sample_25,Control,Detoxification,54.00134739369145,hFB12,2,18,83.08,Control,Normal
Sample_25,Control,Xenobiotic metabolism,33.550857094769256,hFB12,2,18,83.08,Control,Normal
Sample_26,Control,Detoxification,52.4343819576632,hFB12,2,21,98.08,Control,Normal
Sample_26,Control,Xenobiotic metabolism,33.409370794294595,hFB12,2,21,98.08,Control,Normal
Sample_27,Control,Detoxification,57.574328605230164,hFB12,2,24,115,Control,Normal
Sample_27,Control,Xenobiotic metabolism,35.39894403997669,hFB12,2,24,115,Control,Normal
Sample_28,Control,Detoxification,63.96780719124157,hFB12,2,27,134.96,Control,Normal
Sample_28,Control,Xenobiotic metabolism,39.362974862732344,hFB12,2,27,134.96,Control,Normal
Sample_29,Control,Detoxification,53.72028979890767,hFB12,2,30,157.92,Control,Normal
Sample_29,Control,Xenobiotic metabolism,38.10643514410904,hFB12,2,30,157.92,Control,Normal
Sample_30,Control,Detoxification,54.78545380151411,hFB12,2,33,180.88,Control,Normal
Sample_30,Control,Xenobiotic metabolism,41.10240394708089,hFB12,2,33,180.88,Control,Normal
Sample_31,Control,Detoxification,53.17488586776815,hFB12,2,36,202,Control,Normal
Sample_31,Control,Xenobiotic metabolism,40.06400442329769,hFB12,2,36,202,Control,Normal
Sample_32,Control,Detoxification,49.17890154065988,hFB13,2,6,22.08,Control,Normal
Sample_32,Control,Xenobiotic metabolism,35.12573235628701,hFB13,2,6,22.08,Control,Normal
Sample_33,Control,Detoxification,50.64093110509998,hFB13,2,9,38.04,Control,Normal
Sample_33,Control,Xenobiotic metabolism,33.79229529364717,hFB13,2,9,38.04,Control,Normal
Sample_34,Control,Detoxification,53.88475677391653,hFB13,2,12,53.04,Control,Normal
Sample_34,Control,Xenobiotic metabolism,34.510819546491355,hFB13,2,12,53.04,Control,Normal
Sample_35,Control,Detoxification,52.66695881636741,hFB13,2,15,68.29,Control,Normal
Sample_35,Control,Xenobiotic metabolism,34.10575994819426,hFB13,2,15,68.29,Control,Normal
Sample_36,Control,Detoxification,55.66235126204782,hFB13,2,18,83.17,Control,Normal
Sample_36,Control,Xenobiotic metabolism,35.56642472226437,hFB13,2,18,83.17,Control,Normal
Sample_37,Control,Detoxification,61.21898195689299,hFB13,2,21,98.13,Control,Normal
Sample_37,Control,Xenobiotic metabolism,38.27379454914663,hFB13,2,21,98.13,Control,Normal
Sample_38,Control,Detoxification,63.40361016661475,hFB13,2,24,115.33,Control,Normal
Sample_38,Control,Xenobiotic metabolism,40.9846395560972,hFB13,2,24,115.33,Control,Normal
Sample_39,Control,Detoxification,66.58509906523426,hFB13,2,27,136.29,Control,Normal
Sample_39,Control,Xenobiotic metabolism,38.547509594706675,hFB13,2,27,136.29,Control,Normal
Sample_40,Control,Detoxification,64.17843866335976,hFB13,2,30,158.21,Control,Normal
Sample_40,Control,Xenobiotic metabolism,39.484734327285004,hFB13,2,30,158.21,Control,Normal
Sample_41,Control,Detoxification,65.35862226816789,hFB13,2,33,182.08,Control,Normal
Sample_41,Control,Xenobiotic metabolism,46.8817503340034,hFB13,2,33,182.08,Control,Normal
Sample_42,Control,Detoxification,63.54422778665145,hFB13,2,36,202.25,Control,Normal
Sample_42,Control,Xenobiotic metabolism,46.89303069951882,hFB13,2,36,202.25,Control,Normal
Sample_43,Control,Detoxification,61.90226622158516,hFB14,2,10,22.42,Control,Normal
Sample_43,Control,Xenobiotic metabolism,28.552373314793165,hFB14,2,10,22.42,Control,Normal
Sample_44,Control,Detoxification,73.91930539492319,hFB14,2,13,39.13,Control,Normal
Sample_44,Control,Xenobiotic metabolism,29.620987793839884,hFB14,2,13,39.13,Control,Normal
Sample_45,Control,Detoxification,72.34479474037012,hFB14,2,16,55.04,Control,Normal
Sample_45,Control,Xenobiotic metabolism,27.813888311957353,hFB14,2,16,55.04,Control,Normal
Sample_46,Control,Detoxification,78.83789694040935,hFB14,2,19,70.13,Control,Normal
Sample_46,Control,Xenobiotic metabolism,29.473284916893817,hFB14,2,19,70.13,Control,Normal
Sample_47,Control,Detoxification,72.76656068144581,hFB14,2,22,85.08,Control,Normal
Sample_47,Control,Xenobiotic metabolism,28.659543243996925,hFB14,2,22,85.08,Control,Normal
Sample_48,Control,Detoxification,77.0173615233205,hFB14,2,25,100.29,Control,Normal
Sample_48,Control,Xenobiotic metabolism,31.13932309529465,hFB14,2,25,100.29,Control,Normal
Sample_49,Control,Detoxification,89.87418349738097,hFB14,2,31,140.38,Control,Normal
Sample_49,Control,Xenobiotic metabolism,26.520544824883793,hFB14,2,31,140.38,Control,Normal
Sample_21,Control,Carbohydrate metabolism,33.97026521774736,hFB12,2,6,21.21,Control,Normal
Sample_21,Control,TCA-associated,39.40515346042058,hFB12,2,6,21.21,Control,Normal
Sample_22,Control,Carbohydrate metabolism,32.052660560683165,hFB12,2,9,37.33,Control,Normal
Sample_22,Control,TCA-associated,38.21722333929254,hFB12,2,9,37.33,Control,Normal
Sample_23,Control,Carbohydrate metabolism,30.9352193358827,hFB12,2,12,52.96,Control,Normal
Sample_23,Control,TCA-associated,37.18986721225042,hFB12,2,12,52.96,Control,Normal
Sample_24,Control,Carbohydrate metabolism,31.28773763177749,hFB12,2,15,68.08,Control,Normal
Sample_24,Control,TCA-associated,35.49764686693839,hFB12,2,15,68.08,Control,Normal
Sample_25,Control,Carbohydrate metabolism,29.473098064055534,hFB12,2,18,83.08,Control,Normal
Sample_25,Control,TCA-associated,31.360764587456845,hFB12,2,18,83.08,Control,Normal
Sample_26,Control,Carbohydrate metabolism,27.49435285970578,hFB12,2,21,98.08,Control,Normal
Sample_26,Control,TCA-associated,29.150931168224204,hFB12,2,21,98.08,Control,Normal
Sample_27,Control,Carbohydrate metabolism,27.618615365825704,hFB12,2,24,115,Control,Normal
Sample_27,Control,TCA-associated,29.722436196512717,hFB12,2,24,115,Control,Normal
Sample_28,Control,Carbohydrate metabolism,28.053954355629724,hFB12,2,27,134.96,Control,Normal
Sample_28,Control,TCA-associated,31.225076704604273,hFB12,2,27,134.96,Control,Normal
Sample_29,Control,Carbohydrate metabolism,27.473397573219454,hFB12,2,30,157.92,Control,Normal
Sample_29,Control,TCA-associated,30.96631942661976,hFB12,2,30,157.92,Control,Normal
Sample_30,Control,Carbohydrate metabolism,28.97402933491059,hFB12,2,33,180.88,Control,Normal
Sample_30,Control,TCA-associated,32.434456095105745,hFB12,2,33,180.88,Control,Normal
Sample_31,Control,Carbohydrate metabolism,27.601631291366797,hFB12,2,36,202,Control,Normal
Sample_31,Control,TCA-associated,30.759589129374763,hFB12,2,36,202,Control,Normal
Sample_32,Control,Carbohydrate metabolism,34.54959386043696,hFB13,2,6,22.08,Control,Normal
Sample_32,Control,TCA-associated,38.35144777023503,hFB13,2,6,22.08,Control,Normal
Sample_33,Control,Carbohydrate metabolism,33.97452269136123,hFB13,2,9,38.04,Control,Normal
Sample_33,Control,TCA-associated,39.33910420675277,hFB13,2,9,38.04,Control,Normal
Sample_34,Control,Carbohydrate metabolism,33.87888407158515,hFB13,2,12,53.04,Control,Normal
Sample_34,Control,TCA-associated,40.2680055670139,hFB13,2,12,53.04,Control,Normal
Sample_35,Control,Carbohydrate metabolism,32.71544325468901,hFB13,2,15,68.29,Control,Normal
Sample_35,Control,TCA-associated,36.780543396890444,hFB13,2,15,68.29,Control,Normal
Sample_36,Control,Carbohydrate metabolism,33.11482143546645,hFB13,2,18,83.17,Control,Normal
Sample_36,Control,TCA-associated,37.90825519142392,hFB13,2,18,83.17,Control,Normal
Sample_37,Control,Carbohydrate metabolism,33.37080725529222,hFB13,2,21,98.13,Control,Normal
Sample_37,Control,TCA-associated,38.89955270534325,hFB13,2,21,98.13,Control,Normal
