Gene,Cerebrum,Cerebellum,Brainstem,Spinal cord,Kidney,Liver,Heart,Skeletal muscle,Adipose,Small intestine,Large intestine,Stomach,Placenta,Testis
Mmut,1258925411.794166,1258925411.794166,1000000000,1000000000,15848931924.611109,10000000000,1258925411.794166,630957344.4801943,10000000000,794328234.7242821,5011872336.272715,5011872336.272715,1258925411.794166,1995262314.9688828
Cisd1,6309573444.801943,3162277660.1683793,6309573444.801943,1995262314.9688828,7943282347.242822,5011872336.272715,1000000000,794328234.7242821,3162277660.1683793,1995262314.9688828,2511886431.509582,1000000000,1995262314.9688828,5011872336.272715
Dars2,158489319.2461111,63095734.448019296,79432823.47242822,100000000,79432823.47242822,9976311.574844394,9976311.574844394,19952623.149688788,100000000,63095734.448019296,501187233.6272715,25118864.315095823,199526231.49688828,251188643.1509582
Aldh18a1,1000000000,1258925411.794166,794328234.7242821,1000000000,25059361.681363624,25059361.681363624,25059361.681363624,50118723.36272725,158489319.2461111,25118864315.09582,3981071705.5349693,501187233.6272715,12589254117.941662,630957344.4801943
Mrpl50,39810717.05534969,79432823.47242822,39810717.05534969,50118723.36272725,199526231.49688828,251188643.1509582,6294627.058970831,12589254.117941663,125892541.17941661,158489319.2461111,630957344.4801943,63095734.448019296,398107170.5534969,316227766.01683795
Cox8a,997631.1574844394,997631.1574844394,997631.1574844394,997631.1574844394,997631.1574844394,997631.1574844394,997631.1574844394,997631.1574844394,997631.1574844394,997631.1574844394,997631.1574844394,1995262.3149688789,12589254.117941663,15848931.924611142
Mrps6,251188643.1509582,125892541.17941661,398107170.5534969,125892541.17941661,501187233.6272715,316227766.01683795,25118864.315095823,15848931.924611142,199526231.49688828,501187233.6272715,794328234.7242821,100000000,1000000000,316227766.01683795
Hspe1,12589254117.941662,7943282347.242822,15848931924.611109,6309573444.801943,100000000000,31622776601.683792,6309573444.801943,794328234.7242821,19952623149.688828,31622776601.683792,25118864315.09582,10000000000,25118864315.09582,15848931924.611109
Ppa2,1000000000,630957344.4801943,2511886431.509582,316227766.01683795,12589254117.941662,1258925411.794166,1995262314.9688828,501187233.6272715,1584893192.4611108,1258925411.794166,3981071705.5349693,1000000000,2511886431.509582,1258925411.794166
Pcx,31622776601.683792,50118723362.72715,63095734448.019424,5011872336.272715,398107170553.49695,100000000000,316227766.01683795,12589254117.941662,316227766016.83795,3162277660.1683793,15848931924.611109,50118723362.72715,12589254117.941662,31622776601.683792
Gldc,794328234.7242821,1000000000,25059361.681363624,25059361.681363624,1995262314.9688828,3162277660.1683793,25059361.681363624,25059361.681363624,50118723.36272725,25059361.681363624,25059361.681363624,25059361.681363624,1258925411.794166,25059361.681363624
Tamm41,199526231.49688828,251188643.1509582,630957344.4801943,50118723.36272725,19905358.527674846,19905358.527674846,39810717.05534969,39810717.05534969,125892541.17941661,19905358.527674846,316227766.01683795,63095734.448019296,316227766.01683795,1000000000
Mrpl38,19952623.149688788,7924465.962305571,7924465.962305571,15848931.924611142,7924465.962305571,7924465.962305571,19952623.149688788,7924465.962305571,7924465.962305571,100000000,158489319.2461111,19952623.149688788,125892541.17941661,79432823.47242822
Ndufa12,7943282347.242822,5011872336.272715,12589254117.941662,2511886431.509582,15848931924.611109,3981071705.5349693,6309573444.801943,3981071705.5349693,3981071705.5349693,5011872336.272715,6309573444.801943,3981071705.5349693,3981071705.5349693,1995262314.9688828
Pdf,31622776.60168379,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,31622776.60168379,19952623.149688788,31622776.60168379,7924465.962305571,79432823.47242822,7924465.962305571,199526231.49688828,15848931.924611142
Acad10,158489319.2461111,5000000,5000000,10000000,5011872336.272715,794328234.7242821,1995262314.9688828,251188643.1509582,2511886431.509582,501187233.6272715,501187233.6272715,1258925411.794166,158489319.2461111,501187233.6272715
Ptges2,316227766.01683795,125892541.17941661,398107170.5534969,501187233.6272715,501187233.6272715,199526231.49688828,251188643.1509582,50118723.36272725,1258925411.794166,794328234.7242821,1258925411.794166,316227766.01683795,1258925411.794166,1000000000
Ccdc58,251188643.1509582,100000000,63095734.448019296,39810717.05534969,398107170.5534969,1000000000,25118864.315095823,31622776.60168379,199526231.49688828,158489319.2461111,100000000,50118723.36272725,1000000000,398107170.5534969
Slc25a31,31622776601.683792,25118864315.09582,50118723362.72715,39810717055.34969,39810717055.34969,12589254117.941662,50118723362.72715,25118864315.09582,19952623149.688828,50118723362.72715,31622776601.683792,31622776601.683792,25118864315.09582,39810717055.34969
Atp5h,50118723362.72715,25118864315.09582,63095734448.019424,25118864315.09582,39810717055.34969,39810717055.34969,50118723362.72715,12589254117.941662,25118864315.09582,31622776601.683792,39810717055.34969,25118864315.09582,25118864315.09582,10000000000
Atp5pb,79432823472.42822,79432823472.42822,79432823472.42822,50118723362.72715,50118723362.72715,31622776601.683792,50118723362.72715,15848931924.611109,25118864315.09582,31622776601.683792,39810717055.34969,19952623149.688828,31622776601.683792,10000000000
Mrpl41,251188643.1509582,158489319.2461111,251188643.1509582,158489319.2461111,251188643.1509582,398107170.5534969,50118723.36272725,12589254.117941663,199526231.49688828,398107170.5534969,794328234.7242821,100000000,794328234.7242821,630957344.4801943
Txnrd2,63095734.448019296,6294627.058970831,6294627.058970831,12589254.117941663,251188643.1509582,630957344.4801943,158489319.2461111,158489319.2461111,630957344.4801943,794328234.7242821,19952623.149688788,251188643.1509582,630957344.4801943,316227766.01683795
Mcee,251188643.1509582,199526231.49688828,199526231.49688828,158489319.2461111,1258925411.794166,1000000000,316227766.01683795,15848931.924611142,501187233.6272715,251188643.1509582,794328234.7242821,630957344.4801943,199526231.49688828,158489319.2461111
Mccc2,1000000000,316227766.01683795,1258925411.794166,1000000000,10000000000,3981071705.5349693,3162277660.1683793,1995262314.9688828,15848931924.611109,1000000000,1995262314.9688828,7943282347.242822,1584893192.4611108,3981071705.5349693
Ptcd2,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,15848931.924611142,158489319.2461111,7924465.962305571,39810717.05534969,7924465.962305571
Ak4,6309573444.801943,5011872336.272715,3162277660.1683793,1000000000,25118864315.09582,1995262314.9688828,794328234.7242821,3981071.7055349695,15848931.924611142,398107170.5534969,158489319.2461111,630957344.4801943,1000000000,15848931.924611142
Slc25a25,125892541.17941661,3971641.173621411,794328234.7242821,1258925411.794166,3971641.173621411,7943282.347242822,3971641.173621411,3971641.173621411,100000000,7943282.347242822,251188643.1509582,3971641.173621411,199526231.49688828,3971641.173621411
Tomm40,251188643.1509582,9976311.574844394,9976311.574844394,100000000,158489319.2461111,9976311.574844394,9976311.574844394,19952623.149688788,316227766.01683795,251188643.1509582,630957344.4801943,316227766.01683795,2511886431.509582,794328234.7242821
Clybl,501187233.6272715,251188643.1509582,1000000000,794328234.7242821,6309573444.801943,1584893192.4611108,2511886431.509582,316227766.01683795,10000000000,1584893192.4611108,3162277660.1683793,2511886431.509582,1584893192.4611108,1000000000
Mterf2,12589254.117941663,79432823.47242822,63095734.448019296,6309573.44480193,3154786.722400965,15848931.924611142,79432823.47242822,79432823.47242822,10000000,3154786.722400965,19952623.149688788,3154786.722400965,3154786.722400965,12589254.117941663
Dnajc11,2511886431.509582,630957344.4801943,794328234.7242821,1000000000,100000000,501187233.6272715,199526231.49688828,316227766.01683795,794328234.7242821,158489319.2461111,1258925411.794166,398107170.5534969,1258925411.794166,1995262314.9688828
Decr1,630957344.4801943,316227766.01683795,794328234.7242821,2511886431.509582,12589254117.941662,15848931924.611109,19952623149.688828,1000000000,25118864315.09582,10000000000,7943282347.242822,2511886431.509582,7943282347.242822,5011872336.272715
Ndufaf6,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,15848931.924611142,63095734.448019296,15848931.924611142,7924465.962305571,19952623.149688788,50118723.36272725
Ptrh1,15848931.924611142,19952623.149688788,19952623.149688788,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,19952623.149688788,7924465.962305571,251188643.1509582,7924465.962305571
Rmnd1,63095734.448019296,63095734.448019296,100000000,50118723.36272725,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,63095734.448019296,15848931.924611142,79432823.47242822,50118723.36272725,39810717.05534969,316227766.01683795
Gcat,12559432.157547912,12559432.157547912,25118864.315095823,63095734.448019296,630957344.4801943,1995262314.9688828,12559432.157547912,12559432.157547912,100000000,630957344.4801943,125892541.17941661,794328234.7242821,1995262314.9688828,251188643.1509582
Pyurf,7943282.347242822,12589254.117941663,10000000,2511886.4315095823,1255943.2157547912,25118864.315095823,50118723.36272725,63095734.448019296,15848931.924611142,1255943.2157547912,10000000,3981071.7055349695,31622776.60168379,1255943.2157547912
Acsm1,7924465.962305571,7924465.962305571,7924465.962305571,19952623.149688788,25118864315.09582,31622776601.683792,7924465.962305571,7924465.962305571,7924465.962305571,15848931.924611142,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571
Atad1,398107170.5534969,316227766.01683795,794328234.7242821,251188643.1509582,794328234.7242821,7924465.962305571,125892541.17941661,794328234.7242821,158489319.2461111,7924465.962305571,398107170.5534969,15848931.924611142,199526231.49688828,630957344.4801943
Tmem14c,316227766.01683795,398107170.5534969,158489319.2461111,25118864.315095823,794328234.7242821,501187233.6272715,39810717.05534969,100000000,316227766.01683795,630957344.4801943,398107170.5534969,316227766.01683795,316227766.01683795,158489319.2461111
C030006K11Rik,199526231.49688828,125892541.17941661,501187233.6272715,251188643.1509582,1000000000,501187233.6272715,501187233.6272715,125892541.17941661,1258925411.794166,158489319.2461111,251188643.1509582,316227766.01683795,63095734.448019296,794328234.7242821
Nit2,5000000,12589254.117941663,5000000,63095734.448019296,1258925411.794166,1000000000,5000000,10000000,251188643.1509582,79432823.47242822,100000000,19952623.149688788,199526231.49688828,100000000
Slc25a26,100000000,79432823.47242822,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,100000000,7924465.962305571,19952623.149688788,7924465.962305571,15848931.924611142,31622776.60168379
Timm21,39810717.05534969,25118864.315095823,125892541.17941661,50118723.36272725,12559432.157547912,398107170.5534969,199526231.49688828,50118723.36272725,251188643.1509582,12559432.157547912,251188643.1509582,25118864.315095823,39810717.05534969,125892541.17941661
Ndufa4,15848931924.611109,12589254117.941662,12589254117.941662,5011872336.272715,39810717055.34969,12589254117.941662,10000000000,1995262314.9688828,10000000000,15848931924.611109,7943282347.242822,10000000000,6309573444.801943,2511886431.509582
Rexo2,630957344.4801943,398107170.5534969,630957344.4801943,199526231.49688828,15848931.924611142,158489319.2461111,12589254.117941663,10000000,398107170.5534969,125892541.17941661,316227766.01683795,100000000,794328234.7242821,39810717.05534969
Me2,1995262314.9688828,398107170.5534969,1258925411.794166,1584893192.4611108,125892541.17941661,62946270.589708306,199526231.49688828,62946270.589708306,794328234.7242821,31622776601.683792,10000000000,1995262314.9688828,2511886431.509582,5011872336.272715
Sars2,2505936.1681363625,2505936.1681363625,2505936.1681363625,2505936.1681363625,2505936.1681363625,2505936.1681363625,2505936.1681363625,31622776.60168379,50118723.36272725,316227766.01683795,79432823.47242822,12589254.117941663,316227766.01683795,5011872.336272725
Dnlz,50118723.36272725,39810717.05534969,50118723.36272725,5000000,5000000,5000000,10000000,5000000,50118723.36272725,50118723.36272725,39810717.05534969,31622776.60168379,63095734.448019296,5000000
Ckmt2,3981071705.5349693,1000000000,6309573444.801943,6309573444.801943,199053585.27674845,199053585.27674845,79432823472.42822,39810717055.34969,398107170.5534969,25118864315.09582,10000000000,6309573444.801943,794328234.7242821,199053585.27674845
Spryd4,630957344.4801943,398107170.5534969,1258925411.794166,316227766.01683795,251188643.1509582,794328234.7242821,316227766.01683795,398107170.5534969,199526231.49688828,316227766.01683795,1000000000,199526231.49688828,630957344.4801943,794328234.7242821
Bphl,6309573444.801943,3981071705.5349693,7943282347.242822,3981071705.5349693,12589254117.941662,25118864315.09582,398107170.5534969,199526231.49688828,3981071705.5349693,1000000000,1258925411.794166,1000000000,3162277660.1683793,1584893192.4611108
Chchd4,316227766.01683795,125892541.17941661,100000000,125892541.17941661,9976311.574844394,9976311.574844394,9976311.574844394,19952623.149688788,125892541.17941661,125892541.17941661,63095734.448019296,63095734.448019296,199526231.49688828,199526231.49688828
Mrpl37,9976311.574844394,9976311.574844394,9976311.574844394,9976311.574844394,125892541.17941661,25118864.315095823,19952623.149688788,9976311.574844394,63095734.448019296,199526231.49688828,398107170.5534969,19952623.149688788,501187233.6272715,63095734.448019296
Slc25a51,501187233.6272715,316227766.01683795,158489319.2461111,630957344.4801943,398107170.5534969,50118723.36272725,50118723.36272725,25059361.681363624,501187233.6272715,251188643.1509582,316227766.01683795,50118723.36272725,630957344.4801943,158489319.2461111
Mtarc2,1584893192.4611108,794328234.7242821,1258925411.794166,199526231.49688828,10000000000,7943282347.242822,50118723.36272725,398107170.5534969,12589254117.941662,19952623149.688828,3162277660.1683793,630957344.4801943,7943282347.242822,5011872336.272715
Immp1l,125594321.5754791,125594321.5754791,125594321.5754791,125594321.5754791,125594321.5754791,125594321.5754791,125594321.5754791,125594321.5754791,125594321.5754791,125594321.5754791,125594321.5754791,125594321.5754791,125594321.5754791,251188643.1509582
Fam210a,1584893192.4611108,1000000000,1995262314.9688828,630957344.4801943,630957344.4801943,251188643.1509582,630957344.4801943,398107170.5534969,251188643.1509582,398107170.5534969,398107170.5534969,199526231.49688828,316227766.01683795,158489319.2461111
Mrps24,158489319.2461111,79432823.47242822,125892541.17941661,79432823.47242822,125892541.17941661,251188643.1509582,7924465.962305571,15848931.924611142,125892541.17941661,251188643.1509582,398107170.5534969,39810717.05534969,398107170.5534969,158489319.2461111
Timm17b,199526231.49688828,158489319.2461111,199526231.49688828,100000000,794328234.7242821,316227766.01683795,79432823.47242822,100000000,316227766.01683795,158489319.2461111,501187233.6272715,398107170.5534969,794328234.7242821,630957344.4801943
Hars2,315478.6722400965,630957.344480193,315478.6722400965,315478.6722400965,315478.6722400965,315478.6722400965,315478.6722400965,10000000,50118723.36272725,79432823.47242822,63095734.448019296,7943282.347242822,501187233.6272715,31622776.60168379
Cox16,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,125892541.17941661,39810717.05534969,7924465.962305571,7924465.962305571,31622776.60168379,7924465.962305571,79432823.47242822,7924465.962305571,50118723.36272725,15848931.924611142
Pdss2,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,15848931.924611142,19952623.149688788,7924465.962305571,7924465.962305571,7924465.962305571
Eci1,1995262314.9688828,1258925411.794166,3162277660.1683793,3981071705.5349693,6309573444.801943,31622776601.683792,19952623149.688828,1258925411.794166,25118864315.09582,7943282347.242822,6309573444.801943,7943282347.242822,6309573444.801943,3981071705.5349693
Ndufs3,25118864315.09582,25118864315.09582,31622776601.683792,15848931924.611109,15848931924.611109,7943282347.242822,19952623149.688828,3981071705.5349693,7943282347.242822,7943282347.242822,6309573444.801943,7943282347.242822,7943282347.242822,3981071705.5349693
Hmgcs2,6294627.058970831,12589254.117941663,6294627.058970831,15848931.924611142,6294627.058970831,79432823472.42822,6294627.058970831,6294627.058970831,794328234.7242821,3162277660.1683793,79432823472.42822,630957344.4801943,630957344.4801943,19952623149.688828
L2hgdh,63095734.448019296,12559432.157547912,12559432.157547912,25118864.315095823,794328234.7242821,158489319.2461111,12559432.157547912,199526231.49688828,100000000,251188643.1509582,100000000,316227766.01683795,12559432.157547912,1258925411.794166
Zadh2,398107170.5534969,398107170.5534969,630957344.4801943,199526231.49688828,1584893192.4611108,1000000000,794328234.7242821,794328234.7242821,1995262314.9688828,630957344.4801943,1995262314.9688828,1258925411.794166,2511886431.509582,2511886431.509582
